WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-58.2535186019191 -34.841659277488,-58.2534589109736 -34.841627442317,-58.2533793230462 -34.8416035659388,-58.2532519823624 -34.8416075453352,-58.2531524974532 -34.8416433599025,-58.2529296512566 -34.8416751950735,-58.2527764444964 -34.8416552980916,-58.25272869174 -34.8415249728605,-58.2527485887218 -34.8413379412312,-58.2527127741545 -34.8411310126201,-58.2526451244162 -34.8409768110108,-58.2526093098489 -34.8407499854178,-58.2525894128671 -34.8406385623195,-58.2525337013179 -34.8405669331848,-58.2523775100104 -34.8404992834466,-58.2522382311375 -34.8404793864647,-58.2521188492465 -34.8404435718974,-58.2520511995082 -34.84036398397,-58.2519238588244 -34.8401978441717,-58.2518363121043 -34.8400784622806,-58.2517408065915 -34.8399511215968,-58.2515259191876 -34.8397839869493,-58.2512145314218 -34.8395293055818,-58.2509399530723 -34.8393870421616,-58.2506852717048 -34.8392238869105,-58.2504982400754 -34.8389950716193,-58.2504664049045 -34.8388637515391,-58.2504743636972 -34.8387125344771,-58.2505141576609 -34.8384817294878,-58.250557931021 -34.8382867390657,-58.2506613953265 -34.8380459855854,-58.2507608802358 -34.8379305830907,-58.2508404681631 -34.8378390569743,-58.2508325093704 -34.8377634484432,-58.2507290450648 -34.8376162107776,-58.2505897661919 -34.8372700032936,-58.2503219808588 -34.8367423410963,-58.2500166119907 -34.8363933481042,-58.2498312094636 -34.8361861335151,-58.2497603202621 -34.8357785206064))","491",,Buenos Aires,Florencio Varela,Villa Vatteone
"MULTILINESTRING ((-64.4136019033257 -31.6440157571048,-64.4147798191368 -31.6439547954009,-64.4155440281037 -31.6439479054628,-64.4168130592244 -31.6439358556505,-64.4176230669235 -31.6439088624802,-64.4183114865714 -31.6439134557723))","644","137881",Córdoba,Santa María,Alta Gracia
"MULTILINESTRING ((-58.5768771947243 -34.9079654127299,-58.5774788985519 -34.9087911024602,-58.578005389401 -34.9094837230749,-58.5784153414593 -34.9100978246462,-58.5786236235535 -34.9102664339605,-58.579352610883 -34.9108797090155,-58.5801030876349 -34.9115062083304,-58.5806353640978 -34.9119393028436,-58.5813941060122 -34.9125757203536,-58.5822619480711 -34.9133014016181,-58.5829429974584 -34.9138799629907,-58.5837314939576 -34.9145461350855,-58.5842307097706 -34.9148932719091,-58.5845191639407 -34.915047003931,-58.5859118438162 -34.9157660730655,-58.5868210116875 -34.9162553706835,-58.5872888198831 -34.91650497859,-58.5876260385118 -34.9166537515144,-58.587817790281 -34.9167330970741,-58.5879566450104 -34.9168653396735,-58.5880392966351 -34.917010806533,-58.5886961987241 -34.9180305012992,-58.5887614913306 -34.9181397408526,-58.5888569189864 -34.9182364241354,-58.589422892879 -34.9185010475361,-58.5902961814921 -34.9189700242392,-58.5908204057853 -34.9192506568848,-58.591292521556 -34.9195011544812,-58.5917263407017 -34.9197215170284,-58.5921005175625 -34.9199048385776,-58.5926617828537 -34.9202130950183,-58.5928953294849 -34.9203957887541,-58.59332726519 -34.9207065564489,-58.5937485280652 -34.921024857906,-58.5941377724506 -34.9213381368548,-58.5945671969016 -34.9216489045496,-58.5947448681291 -34.92184666581,-58.5948503408013 -34.9220324986133,-58.5949030771374 -34.9222553724146,-58.5950424517399 -34.9225479335172,-58.5951140224817 -34.9227004922038,-58.5953124115556 -34.9229302719538,-58.5955421913057 -34.9232203218023,-58.5956702652647 -34.9234055267922,-58.595702911568 -34.9235103716508,-58.5957154678385 -34.9236685806591,-58.5957217459738 -34.9238927100874,-58.5957317909902 -34.924002891361,-58.5957569035312 -34.9240819958652,-58.5958360080353 -34.9241783652412,-58.5959800912392 -34.9242898021419,-58.596074263268 -34.9243450497321,-58.5961282552311 -34.9243714179001,-58.596177224686 -34.9244166204739,-58.5962735940621 -34.9244728097844,-58.59632130789 -34.9244991779524,-58.596372788599 -34.9245305686286,-58.5964440454341 -34.924582991058,-58.5965030599054 -34.9246244267506,-58.5965545406144 -34.9246658624432,-58.5965997431882 -34.9246922306113,-58.5966135550858 -34.9247123206441,-58.5966684887692 -34.9247521868029,-58.596765172052 -34.9248262687988,-58.596815397134 -34.9248739826267,-58.5968869678759 -34.9249455533686,-58.5969522604824 -34.925019007551,-58.5970100193267 -34.9250817889034,-58.5970979132202 -34.925145825883,-58.5971719952161 -34.925196050965,-58.5972109196547 -34.9252123741166,-58.5973276929703 -34.925297756756,-58.5973986358986 -34.925361165922,-58.5974877854191 -34.9254226916474,-58.5975656342962 -34.9254729167294,-58.597637205038 -34.9255256530655,-58.5976899413741 -34.9255670887581,-58.5977489558454 -34.9256072688237,-58.5977765796405 -34.9256348926188,-58.5978016921815 -34.9256687945492,-58.5978255490955 -34.9257252977664,-58.5978280603496 -34.925790590373,-58.597839360993 -34.9258722061312))","492",,Buenos Aires,José M. Ezeiza,Carlos Spegazzini
"MULTILINESTRING ((-58.3634959726006 -34.7025687832892,-58.363300038645 -34.7023900168996,-58.3632699432427 -34.7022814994109,-58.3630147604228 -34.7020297091732,-58.3626702073841 -34.7017827164752))","493",,Buenos Aires,Lanús,Lanús Este
"MULTILINESTRING ((-58.2997442799226 -34.8020586746808,-58.2997807276297 -34.8019739583885,-58.2998211156295 -34.8018921973158,-58.299889085678 -34.8017700482432,-58.2999659213849 -34.8016981379021,-58.3000348765065 -34.8016311529268,-58.3001018614818 -34.8015267351712,-58.3002018464081 -34.8013545936355,-58.3003033089442 -34.8012482057336,-58.3004067416266 -34.8011723550998,-58.3004865325531 -34.8010881313442,-58.30050426387 -34.8010506985638,-58.3004944131384 -34.8009945493934,-58.3004619057239 -34.8008992435646,-58.3004402341143 -34.8008039377358,-58.3004845624067 -34.8006473111024,-58.3005426817235 -34.8005628410785,-58.3006273980158 -34.8005017665422,-58.3007522560395 -34.8004246845669,-58.3008123455027 -34.8003606548112,-58.3008645543804 -34.800330117543,-58.3009443453069 -34.800306475787,-58.3010041885017 -34.8002862817871,-58.3010524570868 -34.8002606698848,-58.3011017107451 -34.800226192324,-58.3011618002082 -34.8001926998364,-58.3012189344519 -34.8001700431535,-58.3012514418663 -34.8001404909586,-58.3012740985491 -34.8000981328124,-58.3012997104514 -34.8000272075445,-58.3013351730854 -34.7999858344715,-58.3013627551341 -34.7999188494963,-58.3014060983534 -34.7998673794234,-58.301475053475 -34.7998329018626,-58.3015617399136 -34.7997925138628,-58.3016543367912 -34.7997432602045,-58.3017932321075 -34.7996531260098,-58.3018464260585 -34.7995260515714,-58.3018720379608 -34.7994304994743))","494",,Buenos Aires,Florencio Varela,Florencio Varela
"MULTILINESTRING ((-58.6254579466878 -34.8195511651513,-58.6245146577559 -34.8203413001606,-58.6224227144051 -34.8220242529229,-58.6220185098766 -34.8223579718393,-58.6210969757633 -34.8231028568261,-58.6205583264562 -34.8235440445461,-58.6201697853971 -34.8238603596077,-58.6197046673767 -34.8242319319084,-58.6186926332182 -34.8250325092306,-58.6181418012128 -34.8254945815764,-58.6177623971774 -34.8257982788433,-58.617548329763 -34.8259653558496,-58.6174787143437 -34.8260175674141,-58.6174125796953 -34.8260419328109,-58.6170662429842 -34.8260001635593))","495",,Buenos Aires,La Matanza,Virrey Del Pino
"MULTILINESTRING ((-58.622297035187 -34.8373532437761,-58.6220759893276 -34.8370920077604,-58.6218482451087 -34.8367168996352,-58.6216740877649 -34.8363886800257,-58.6212319960459 -34.8359733817442,-58.6207036123338 -34.8355499290455,-58.6205269937213 -34.8351662294391,-58.62043321669 -34.8347107410014,-58.6202456626274 -34.8337595739697,-58.6198520565023 -34.8323510568684,-58.6197033639019 -34.8318447939671,-58.6196750415018 -34.8316288356666,-58.619745847502 -34.8313845549659,-58.6197706296021 -34.8307366800643,-58.6196644206018 -34.8304038918634,-58.6195971549016 -34.830262279863,-58.6194838653013 -34.8301419096627,-58.6191616980005 -34.8299259513621,-58.6187616440995 -34.8298303632619,-58.6184146946986 -34.8296568885615,-58.6181031482978 -34.8294515511609,-58.617802222797 -34.82908335996,-58.6176287480965 -34.8286408224588,-58.6172888792957 -34.8268989948543,-58.6170693806951 -34.825985597452,-58.6168817447946 -34.8254014479505,-58.616655165594 -34.824849161149))","496",,Buenos Aires,La Matanza,Virrey Del Pino
"MULTILINESTRING ((-58.2992205243099 -34.7890024188227,-58.2991422471031 -34.7890213314365,-58.2989977757483 -34.7890665115692,-58.298767803619 -34.789161337313,-58.2985799908578 -34.7892333103152,-58.2982298448288 -34.7893285300718,-58.2976876832356 -34.789509513278,-58.2975969289572 -34.7895502279326,-58.2975816937962 -34.7895743940501,-58.2975543755764 -34.7895870024592,-58.2968458092499 -34.789842454082,-58.296710794202 -34.7899033947262,-58.296317175429 -34.7900101721912,-58.2960755142537 -34.7900645459556,-58.2960298087706 -34.7900855599708,-58.2959507435382 -34.7901155049426,-58.2958367425055 -34.7901449245639,-58.2957244488616 -34.790193256799,-58.2956635082174 -34.7902421143844,-58.2955910098648 -34.7902363355302,-58.2954557321417 -34.7902738980824,-58.2952487440915 -34.7903705625526,-58.2950676295478 -34.7904513351736,-58.2948976786996 -34.790507022314,-58.2946988056891 -34.7905675670652,-58.2945365003126 -34.7907329229778,-58.2944600618322 -34.7907555130442,-58.2942740877973 -34.7908238085937,-58.2940537033124 -34.7908960442711,-58.2938330561524 -34.790967491923,-58.2934466609472 -34.7911056590732,-58.2932367834699 -34.7911750053235,-58.2927894476205 -34.7913281449595,-58.2922007925186 -34.7915251513524,-58.2918627295484 -34.7916436178633,-58.2915824551201 -34.7917444851365,-58.2911739951988 -34.7918868550898,-58.290957813517 -34.7919688097492,-58.2908243745203 -34.7921421753749,-58.2904902516779 -34.7925690225595))","497",,Buenos Aires,Florencio Varela,Florencio Varela
"MULTILINESTRING ((-58.4076346329822 -34.8341546365421,-58.4076440374898 -34.8338489900446,-58.4076424700718 -34.8335127788973,-58.407614256549 -34.8333685764471,-58.4076079868772 -34.8330480394792,-58.4076189588028 -34.8326992889884,-58.4076244447656 -34.8324191130323,-58.4076604953781 -34.8321424637666,-58.407663630214 -34.831935564599,-58.4077075179162 -34.8316385389001,-58.4077435685287 -34.8311412755599,-58.407760810126 -34.83085639735,-58.4077749168874 -34.830549575289,-58.407785888813 -34.8302400102466,-58.4078078326641 -34.8299022316814,-58.4077075179162 -34.8294978378539,-58.4077482707825 -34.8293379612244,-58.4078015629924 -34.8291733823411,-58.4078862035609 -34.8288403060296,-58.4079159845017 -34.828696495434,-58.4079097148299 -34.8285648323274,-58.4079986657978 -34.8282364582697,-58.4080739018588 -34.8280742305133,-58.4080754692767 -34.8277748536875,-58.4081199547251 -34.8273566974786,-58.408067632187 -34.8266800122591,-58.4081322881769 -34.8262493641812,-58.4080899678926 -34.8258833720931,-58.408030406011 -34.8255279600761,-58.4079892612902 -34.8248864942857,-58.4104336495616 -34.8210956940072,-58.4106734645059 -34.8207093254859,-58.4107643747462 -34.8205282887143,-58.4106393731657 -34.8200948976549,-58.4105453280896 -34.819762996907,-58.4104187590912 -34.8192124413569,-58.410326281433 -34.818866825702,-58.4102479105362 -34.8185662733127,-58.4101428935345 -34.8181846070453,-58.4100253371893 -34.8177390684969,-58.4099924214126 -34.8176164180434,-58.4099877191588 -34.8174902408996,-58.4100143652637 -34.8173334991059,-58.4101989287257 -34.8170364734071,-58.410460687521 -34.8165925022766,-58.4105547325972 -34.8163405398434,-58.4102165621775 -34.8149956952542,-58.4102118599237 -34.8146728071593,-58.4102196970133 -34.8143522701914,-58.410130354191 -34.8135603322792,-58.4103478334296 -34.8131653429593,-58.4105339643095 -34.8129509985565,-58.4107267567157 -34.8127225473923,-58.4109414929729 -34.8125031088812,-58.4110237824146 -34.8124443307086,-58.4118400153048 -34.8122456604852,-58.4121487966383 -34.8118886810503,-58.4129003735386 -34.8105555920956,-58.4133196578366 -34.8099364620108,-58.4136660572004 -34.8095359867281,-58.4139752303883 -34.8091899792187,-58.4142142616236 -34.808974067398,-58.4144195933732 -34.8087127004572,-58.4144305652988 -34.808447023117,-58.4144666159113 -34.8081386336381,-58.414768343864 -34.807771857841,-58.4149548665984 -34.8076448969882))","498",,Buenos Aires,Almirante Brown,Burzaco
"MULTILINESTRING ((-58.499843287057 -34.8143277914773,-58.4995166981472 -34.8145847080864,-58.4993163902825 -34.8148329156578,-58.4992445407224 -34.8149548421841,-58.4992271226472 -34.8150985413044,-58.4992619587976 -34.8152640130187,-58.4993229220607 -34.8154251302142,-58.4993272765795 -34.8155949564472,-58.4992967949479 -34.8157822007555,-58.4993011494667 -34.8160293196973,-58.4992837313915 -34.8161686642988,-58.4992576042788 -34.8163646176446,-58.4992358316848 -34.8164865441709,-58.4992031727938 -34.8166509272555,-58.4992053500532 -34.8168076899322,-58.4992140590908 -34.8169165529021,-58.4992380089442 -34.8170395680582,-58.4992663133164 -34.817202862513,-58.4992728450945 -34.8173139027424,-58.4992706678351 -34.8174380065281,-58.4992510725006 -34.8175838829078,-58.4992075273126 -34.817720505935,-58.4991095506397 -34.8179180922254,-58.4989876241133 -34.8181526919256,-58.4988112661021 -34.8184787365206,-58.4980432378492 -34.8196364942057,-58.4979779200673 -34.8197518889538,-58.4978647025786 -34.8199238924463,-58.4978102710936 -34.8200387428796,-58.4977776122026 -34.8201432513307,-58.4977710804244 -34.8202303417067,-58.4977863212402 -34.820301646952,-58.497779789462 -34.8203691419933,-58.4977122944207 -34.8204818151672,-58.4976556856763 -34.8206168052499,-58.4975925451538 -34.820732199998,-58.4975533544846 -34.8209270647142,-58.4975272273718 -34.8211099545036,-58.4975054547778 -34.8212906670337,-58.4974597323304 -34.8214338218392,-58.4973552238793 -34.8215405075497,-58.4972093474996 -34.8216727760582,-58.4971309661613 -34.8217489801371,-58.4970721801575 -34.8218621976258,-58.4970204702468 -34.8220097069501,-58.4970553063972 -34.8221708241456,-58.4970749017318 -34.8222644462997,-58.4971162696603 -34.8223618786578,-58.4970966743257 -34.8224707416277,-58.496994343134 -34.8225946121356,-58.496884961769 -34.8227703480728,-58.4968082392949 -34.8228812846231,-58.4968082392949 -34.8229621542579,-58.4967999449734 -34.8230616861161,-58.4967335904013 -34.8231710674811,-58.4966133227393 -34.8234017532984,-58.4957263487319 -34.8247449149892,-58.4955127699528 -34.8250414369835,-58.4952582379613 -34.8253970560186,-58.495038438441 -34.8256992803589,-58.4948870670733 -34.8259024912361,-58.4947528027437 -34.8261274747072,-58.4945931370545 -34.8263534949686,-58.4943360130875 -34.8265121238676,-58.4938673839217 -34.8267505856113,-58.4935833034097 -34.8269040305594,-58.4932603432656 -34.8270839136573,-58.4930509116473 -34.8271958869978,-58.4927880853342 -34.8273342984881,-58.4926346403861 -34.827404800221,-58.4924754930919 -34.827443161458,-58.4923946234571 -34.8274680444226,-58.4923137538223 -34.8275178103517,-58.4922328841875 -34.827606974308,-58.491147883254 -34.8291445341595,-58.4909985854666 -34.8295011899847,-58.4909322308945 -34.8297417253088,-58.4856032853677 -34.8349181203026,-58.4853999658761 -34.8355640316142,-58.4854198019241 -34.8357623920938,-58.4854842690799 -34.8360686110841,-58.4857619737513 -34.8371397576738,-58.485893387569 -34.8377298801005,-58.4859628137369 -34.8380075847719,-58.4860892685426 -34.8386008065811,-58.4862008463124 -34.8390812108675,-58.4863273011181 -34.8397172041551,-58.486383090003 -34.8398461384668,-58.486374411732 -34.8399515174716,-58.4864252416049 -34.8402208538102,-58.4864562354298 -34.8403742732437,-58.4864562354298 -34.8404114658336,-58.4864599546888 -34.84054132996,-58.4865095448087 -34.8407406202543,-58.4865405386336 -34.8408816421578,-58.4865656436318 -34.841121844301,-58.4865718423968 -34.8412182350965,-58.4865879591858 -34.8412851817584,-58.4865916784448 -34.841345619717,-58.4866077952337 -34.8413902508249,-58.4866053157277 -34.8414965596444,-58.4866288710347 -34.8415461497643,-58.4866251517757 -34.8416217746971,-58.4866660636246 -34.8417466798116,-58.4866896189315 -34.8419394614027,-58.4867590450994 -34.8423947606909,-58.4867751618884 -34.8425398117916,-58.4868334302792 -34.8428500599792,-58.4868842601521 -34.8430013098448,-58.486935090025 -34.8431410919953,-58.4870559659422 -34.8435480409166,-58.4871129945801 -34.8437290448542,-58.4872121748199 -34.8439887731072,-58.4872642444458 -34.8442063497582,-58.4873063960477 -34.8443675176478,-58.4873770619685 -34.8445503812149,-58.4874018570285 -34.8446272459008,-58.4874427688774 -34.8448448225518,-58.4875059962803 -34.8450205575391,-58.4876603455284 -34.845412009548,-58.4876677840464 -34.8454739971979,-58.4876752225644 -34.8455198680588,-58.4877111754013 -34.8456314458285,-58.4877508474972 -34.8457219477973,-58.4877719232982 -34.8458071808159,-58.48785126749 -34.8462745676959,-58.4879107756339 -34.8464357355855,-58.4879237930403 -34.8464940039764,-58.4879473483473 -34.8465733481682,-58.4880539671051 -34.8467903049427,-58.4881184342609 -34.8469539523384,-58.4881655448748 -34.8470580915901,-58.4882349710427 -34.8471597513359,-58.4882870406686 -34.8472316570098,-58.4883031574575 -34.8473308372495,-58.4882572865966 -34.8474659703262,-58.4881643051218 -34.8476227990804,-58.4881333112969 -34.8477117513579,-58.4881221535199 -34.8478096918447,-58.4881345510499 -34.8479039130725,-58.4881754628988 -34.848025098928,-58.4881903399348 -34.8482160208896,-58.4881680243808 -34.8484168608751,-58.4881457088269 -34.8485916660477,-58.4881754628988 -34.8487528339374,-58.4882163747477 -34.8488752595459,-58.4881717436398 -34.8502089238327,-58.4881822815403 -34.850494067022,-58.4881822815403 -34.8506155628158,-58.4879913595787 -34.8508504960088,-58.4877954786051 -34.8511505162341,-58.4875797615836 -34.8514207823875))","508",,Buenos Aires,Esteban Echeverría,El Jagüel
"MULTILINESTRING ((-58.4954390461373 -34.7569456275666,-58.5011832680677 -34.7491756655351))","509",,Buenos Aires,Esteban Echeverría,Nueve De Abril
"MULTILINESTRING ((-64.4204709080022 -31.6442011106877,-64.4212029639247 -31.6444124021226,-64.4219579863074 -31.6447230234983,-64.4225889898045 -31.6450445539427,-64.4231235341683 -31.6453672327101,-64.4236632459856 -31.6457628299889))","645","137883",Córdoba,Santa María,Alta Gracia
"MULTILINESTRING ((-58.3143759356484 -34.7133439597724,-58.3159233885199 -34.7146056719458,-58.3162527325064 -34.7149823301388,-58.3162787089335 -34.7152337448439,-58.3158482424273 -34.7165316384694,-58.3156552746831 -34.7171049753246,-58.315262845088 -34.7175604905284,-58.3150624555075 -34.7178499421447,-58.3149733934717 -34.7183490606368,-58.3150253463259 -34.7185800652921,-58.315192337643 -34.7189706394281,-58.315522609359 -34.7192934893078,-58.3160263664988 -34.7198343556292,-58.3175719639112 -34.7215070519885,-58.3186314310451 -34.7226258938128,-58.319561943773 -34.7236055762063,-58.3197549115172 -34.7238950278225,-58.3198810827345 -34.7242252995385,-58.3200425076743 -34.7248737824865,-58.3201631125144 -34.7251845718821,-58.3201445579236 -34.7256243156837,-58.3200554958879 -34.7261549769802,-58.3199775666066 -34.7268396413802,-58.3199293246705 -34.7273211330111,-58.3198810827345 -34.7277005743926,-58.3198513953892 -34.7279974478452,-58.3198031534532 -34.7281718609986,-58.3197252241719 -34.7282868994615,-58.3194320616375 -34.7286283039319,-58.3192353829752 -34.7287535474197,-58.3191166335941 -34.7289539370002,-58.319112922676 -34.7295022251579,-58.3190721025762 -34.730035669643,-58.3190461261491 -34.7305579813736,-58.3189941732949 -34.7313428405638,-58.31892366585 -34.7322316054624,-58.3188605802413 -34.7331945887242,-58.3188457365687 -34.7335239327106,-58.31878265096 -34.7337874078998,-58.3187158544332 -34.7339877974803,-58.3185748395432 -34.7341510778792,-58.3183447626175 -34.7344321799296,-58.3182371459909 -34.734584327574,-58.3181740603822 -34.7347401861366,-58.3181109747736 -34.7349099606423,-58.3180205211435 -34.7350379873187,-58.3179722792074 -34.7351729719667,-58.317890639008 -34.7353195532339,-58.317844252531 -34.7354717008783,-58.3177941551359 -34.7356039023377,-58.3177180813137 -34.7357170853415,-58.317560367292 -34.7359026312493,-58.3171196957609 -34.7363191818125,-58.3168914742942 -34.7365158604748,-58.3166521200731 -34.7367139307314,-58.3163867894248 -34.7369268446607,-58.3161465074742 -34.737117493081,-58.3158723633953 -34.7373749380281,-58.3156835704341 -34.7376453711888,-58.3156186293663 -34.7377594819222,-58.3155852311029 -34.7378299893672,-58.3155833756438 -34.7379246177802,-58.3157225350747 -34.7381268628197,-58.3158765381783 -34.7383527649625,-58.3161284167482 -34.7386988080807,-58.3163394752183 -34.7390156277184,-58.3165969201655 -34.7393802254273,-58.3168158643368 -34.739698900524,-58.31701068754 -34.7399841773573,-58.3171530940243 -34.7401929165037,-58.3172936450495 -34.7403139852086,-58.3177834862462 -34.7407333189603,-58.3181063361259 -34.740985661395,-58.3182301880194 -34.7410612713525,-58.3183730583684 -34.7411503333882,-58.3184509876497 -34.741233365182,-58.3185122177993 -34.7413298490541,-58.3185641706535 -34.7414634421077,-58.3185901470806 -34.7416002822148,-58.3186866309527 -34.7419741572191,-58.3187497165613 -34.7424157564798,-58.3188276458426 -34.7433601851508,-58.3188721768605 -34.7437053005394,-58.3189593834372 -34.7442081299497,-58.3189612388963 -34.7445012924841,-58.3189668052735 -34.7446636451535,-58.319002058996 -34.7449289758017,-58.3190113362914 -34.7450676713678,-58.3190002035369 -34.7452049753396,-58.3189445397646 -34.7453367129342,-58.3187923921201 -34.7455830251269,-58.3185697370307 -34.7459346346223,-58.3183841911229 -34.7462328996691,-58.3182728635782 -34.7464138069293,-58.3180706185386 -34.7467496450225,-58.3179022356272 -34.7469676614642,-58.3177092678831 -34.7471940274718,-58.3174569254484 -34.7474547194724,-58.3172296317113 -34.7476657779425,-58.3171108823302 -34.747795660078,-58.3170440858034 -34.7478568902276,-58.316988422031 -34.7479478077225,-58.3169661565221 -34.7479974412528,-58.3169587346858 -34.7480549604843,-58.3169573430915 -34.748156083004,-58.3169554876324 -34.7483059113246,-58.316970331305 -34.7485730974319,-58.3169870304367 -34.7487062266208,-58.3171094907359 -34.7488968750411,-58.3172393728714 -34.7490471672265,-58.3174249187793 -34.7492118392197,-58.3176545318402 -34.749400632181,-58.3178637348513 -34.7495759730639,-58.3179472305099 -34.7496817342314,-58.3180103161185 -34.7498041945306,-58.3180789681044 -34.7500430848869,-58.3181364873359 -34.7503116625885,-58.3182162720763 -34.7505556554574,-58.3182719358486 -34.7507221829097,-58.3183252802971 -34.7508738666893,-58.3183920768239 -34.7509907606113,-58.3186165873724 -34.7511911501918,-58.3188424895153 -34.7513484003487,-58.3190108724266 -34.7514574085695,-58.3192056956299 -34.7516392435592,-58.31932630047 -34.7517561374812,-58.3194533994169 -34.7519198817449,-58.3195753958513 -34.7520557941224,-58.3196700242643 -34.7521810376102,-58.3197755534994 -34.7522837836567,-58.3199202793075 -34.7524507749737,-58.3201605612582 -34.752742082049,-58.3202904433937 -34.752883096939,-58.3203665172159 -34.7529642732737,-58.3203906381839 -34.7530125152097,-58.3203999154793 -34.7530570462276,-58.3203999154793 -34.7531289452669,-58.3203034316072 -34.7532773819932,-58.3202222552726 -34.7533789683778,-58.3201127831869 -34.7535533815311,-58.3200626857918 -34.7536308469477,-58.3200107329376 -34.7537403190333,-58.3200181547739 -34.7538349474463,-58.3200459866601 -34.7539240094821,-58.3202445207815 -34.7541072360661,-58.3206633906685 -34.7544310136753,-58.3210122169752 -34.7547125795905,-58.3213364584492 -34.7549644581604,-58.3221152873974 -34.7554793480547,-58.3222117712695 -34.7555424336634,-58.3222785677963 -34.7555883562755,-58.3223008333053 -34.7556384536707,-58.322293411469 -34.7556866956067,-58.3222748568782 -34.755788745856,-58.3222581577465 -34.7559000734007,-58.3222502720454 -34.7559515623902,-58.3222595493408 -34.7560313471305,-58.3222920198747 -34.7561034781022,-58.3223374786221 -34.7561906846789,-58.3223875760172 -34.7562553938143,-58.3224525170849 -34.7563609230494,-58.3225234883947 -34.7564228489961,-58.3226199722668 -34.7565100555728,-58.3227368661887 -34.7565991176086,-58.3228352055199 -34.7566696250536,-58.3228769533492 -34.7567132283419,-58.3229057129649 -34.7567549761712,-58.3229149902603 -34.7567995071891,-58.3229122070716 -34.7568347609115,-58.3228871583741 -34.7568839305771,-58.322861181947 -34.7569226632854,-58.3228259282245 -34.7569746161396,-58.3227479989432 -34.7570912781292,-58.3226645032847 -34.7572172174141,-58.3225912126511 -34.7573375903218,-58.3225135153021 -34.7574477582046,-58.32224099475 -34.7577650417071,-58.3221305949348 -34.7578717306041,-58.3220276169559 -34.7579939589709,-58.3219090995073 -34.758168835989,-58.3218265315783 -34.7582854979786,-58.3217488342294 -34.7583736322848,-58.3208830306369 -34.7594613951696,-58.3203982919526 -34.7600317169039,-58.3199566926919 -34.7605948487342,-58.3198179971258 -34.7607692618876,-58.3196700242643 -34.7609561993897,-58.3194867976803 -34.7611834931269,-58.319314239986 -34.7613968709209,-58.3191435377507 -34.7616116403092,-58.3189561363838 -34.7618264096976,-58.3187752291237 -34.7620745773493,-58.3186731788743 -34.7621761637339,-58.3185896832158 -34.7622763585241,-58.3185219589594 -34.7623802642325,-58.3184449574077 -34.7624728052541,-58.3183725945036 -34.7625653462756,-58.3182659056066 -34.7626838637242,-58.3181722049231 -34.7627931038775,-58.3180427866524 -34.7629255372692,-58.3180047497413 -34.762977258191,-58.3179843396914 -34.7630069455363,-58.3179834119619 -34.7630421992588,-58.3180149547662 -34.7630672479564,-58.3180427866524 -34.7630867302767,-58.3181216436632 -34.7631136344333,-58.3182723997134 -34.7631864612022,-58.3184839220483 -34.7632977887469,-58.3186824561697 -34.7633856911207,-58.3189579918429 -34.7635608000713,-58.3192697089681 -34.7637036704203))","499",,Buenos Aires,Quilmes,Bernal Oeste
