WKT,id,id_linea,provinicia,departamen,localidad
"MULTILINESTRING ((-64.1064847545137 -32.1561832238237,-64.1062004760336 -32.1569183076757,-64.1057223852711 -32.1574646971187,-64.1050509426896 -32.1582715412419,-64.1046804782376 -32.1588381339331,-64.104447476571 -32.159468125076))","801","145408",Córdoba,Tercero Arriba,Río Tercero
"MULTILINESTRING ((-64.5157148099681 -31.4357283429418,-64.5150910285613 -31.4347439293919,-64.5135633619103 -31.4341619611439,-64.5117447111354 -31.4332162627409,-64.5105080286084 -31.4324160564,-64.5102170444844 -31.431543104028,-64.5092713460815 -31.430670151656,-64.5083983937095 -31.4293607230981,-64.5083983937095 -31.4284150246951,-64.5087353762499 -31.4278444717464,-64.509124496459 -31.4276023525051,-64.5094790282052 -31.4272651149905,-64.5102140330447 -31.4268846418971))","802","145584",Córdoba,Punilla,Villa Carlos Paz
"MULTILINESTRING ((-64.3294706940651 -31.3400728663259,-64.3293383507426 -31.3411247838918,-64.3291200685554 -31.3419979126405,-64.3288144734934 -31.3433512622009,-64.3289890992431 -31.3446172988864,-64.32938200718 -31.3456213969474,-64.3301678230538 -31.3466254950083,-64.3311282646773 -31.347498623757,-64.3318704241136 -31.3486773475676,-64.3324379578003 -31.3494631634414,-64.3328745221746 -31.3501180100029,-64.3330928043618 -31.3512967338136,-64.3331364607992 -31.3522571754371,-64.3330928043618 -31.3529993348734,-64.3330928043618 -31.3535232121226,-64.3328749475874 -31.3540211609762))","803","10010",Córdoba,Colón,La Calera
"MULTILINESTRING ((-64.3300385283978 -31.3292518828992,-64.3297496624216 -31.3279495471917,-64.3296942192396 -31.3267297971874,-64.3299714351496 -31.3250665017271,-64.3303595374237 -31.3231814335387,-64.3306921965158 -31.3218507971704,-64.3306367533338 -31.3211300358042,-64.3304704237877 -31.320242944892,-64.3297496624216 -31.3196330698899,-64.3287516851454 -31.3190231948878,-64.3282526965073 -31.3189677517057,-64.326811173775 -31.3185242062497,-64.3260349692268 -31.3182469903396,-64.3245380033125 -31.3175816721554,-64.3236509124003 -31.3173598994274,-64.322652935124 -31.3176925585195,-64.3215995146658 -31.3181361039756,-64.3208787532997 -31.3186905357957,-64.3202688782975 -31.3195221835259,-64.3189382419292 -31.320076615346,-64.3181065941991 -31.3208528198942,-64.3175521623789 -31.3212409221682,-64.3167759578308 -31.3219062403524,-64.3155562078265 -31.3225715585365,-64.3140766202359 -31.3233180405694))","804","10008",Córdoba,Colón,La Caldera
"MULTILINESTRING ((-64.3055322105609 -31.3275113250898,-64.3050090262905 -31.3290611042899,-64.3041161534696 -31.3303508094756,-64.3023304078279 -31.3317397227525,-64.3002470379126 -31.3338230926678,-64.2991557489093 -31.3354104221271,-64.297072378994 -31.3366009192216,-64.2936000958018 -31.3378906244073,-64.2931040553458 -31.3385850810457,-64.2924095987073 -31.3402716185962,-64.2918143501601 -31.3413629075995,-64.2919135582513 -31.3432478613324,-64.2912191016128 -31.3450336069741,-64.2894333559711 -31.3461248959774,-64.2866555294173 -31.3470177687983,-64.2834808704987 -31.3478114335279,-64.2806038358538 -31.3482082658927,-64.2796117549417 -31.3491011387136,-64.2789172983033 -31.3504900519905,-64.2763378879319 -31.3518789652674,-64.2739568937429 -31.3523750057234,-64.2722703561924 -31.3520773814498,-64.2698893620035 -31.3520773814498,-64.2675083678145 -31.3527718380882,-64.2651273736256 -31.3543591675475,-64.2639368765311 -31.3562441212804,-64.2631432118015 -31.3570377860101,-64.2617542985246 -31.3577322426485,-64.2598693447917 -31.3582282831046,-64.259075680062 -31.3590219478342,-64.2588772638796 -31.3599148206551,-64.2587780557884 -31.3608076934759,-64.2589764719708 -31.3617005662968,-64.2603653852477 -31.3626926472088,-64.2610598418861 -31.3639823523945,-64.261456674251 -31.365668889945,-64.2610598418861 -31.3669585951307,-64.2613231269006 -31.3681866696959))","805","96650",Córdoba,Capital,Córdoba Capital
"MULTILINESTRING ((-64.311543692544 -31.3179926601319,-64.310490238736 -31.3182343932222,-64.3097572650603 -31.3187522265849,-64.3092269036654 -31.3190174072823,-64.3084500439825 -31.3193357372927,-64.3079010001782 -31.3196606115272,-64.3074665552058 -31.3198524443722,-64.3073085752158 -31.3201006986421,-64.3073848095536 -31.3204190265424,-64.3077278511494 -31.3207259584964,-64.3080708927451 -31.3209426163464,-64.3083236602367 -31.3215384254337,-64.3084861536241 -31.3222064538043,-64.3084713444114 -31.3225956889394,-64.3085844875043 -31.3232881106907,-64.3085844875043 -31.3232881106907))","806","9829",Córdoba,Capital,Córdoba Capital
"MULTILINESTRING ((-64.822130876867 -30.7267126777501,-64.8221154642627 -30.7258664841145,-64.8212233920003 -30.7252177042873,-64.8205746121731 -30.7243256320249,-64.8205746121731 -30.7227442311961,-64.8207773558691 -30.7211222816281,-64.8209800995651 -30.7199869169305,-64.8215477819139 -30.7180811261882,-64.8220343667843 -30.7173917976218,-64.821754456 -30.716569901,-64.821754456 -30.716569901))","807","7051",Córdoba,Cruz del Eje,Cruz del Eje
"MULTILINESTRING ((-58.8554834201932 -27.4889575411482,-58.8544517755508 -27.4902510278648))","808","131074",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7677618400146 -27.4555473912735,-58.7768673015409 -27.4442324226496,-58.7769246086414 -27.4431595063788,-58.7769787320141 -27.4427328868528,-58.777128367221 -27.4419146688066,-58.777614707613 -27.4393255035718,-58.7776497314264 -27.437178543811,-58.7779474338402 -27.4362083841801,-58.7784657862784 -27.4356199841151,-58.7791382434955 -27.4355219174376,-58.7799110818395 -27.435385221389,-58.7805321912684 -27.4348144364071))","809","90183",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7876627594233 -27.4988434507199,-58.7878928458562 -27.4989143137009,-58.7879088521004 -27.4991919990788))","810","101009",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7877149073969 -27.4997939340094,-58.7874261770666 -27.4997066434444))","811","101006",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7874261770666 -27.4997066434444,-58.7874631076903 -27.4995018463497,-58.7873734161258 -27.4992345266614))","812","101007",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7873734161258 -27.4992345266614,-58.7873321718428 -27.498994889607,-58.7876627594233 -27.4988434507199))","813","101008",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7879088521004 -27.4991919990788,-58.7880271390331 -27.4996092808912,-58.7878089126207 -27.4997704327034,-58.7877149073969 -27.4997939340094))","814","101010",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7977636946386 -27.5012260493133,-58.7980698789561 -27.501140076409,-58.7982336651517 -27.5011523603737,-58.7982828010104 -27.5011236977895,-58.7983380788515 -27.5011288161081,-58.7983933566925 -27.5011564550286,-58.7984250902679 -27.5011503130463,-58.7984332795777 -27.5011247214532,-58.7984424925512 -27.5010950352052,-58.7986676985702 -27.5010418046916,-58.7988028221816 -27.5010704672759,-58.7991959090512 -27.5009476276292,-58.7998039653025 -27.5007981727256,-58.8018830263236 -27.5004173698208,-58.8019731087311 -27.5003753996081,-58.8028944060816 -27.4997530120647,-58.8032711143316 -27.4994950488065,-58.8049069289606 -27.4985225682699,-58.8053184417772 -27.498366971384,-58.8057340492486 -27.4982707469941,-58.8078939797037 -27.4978633288324,-58.8079431155624 -27.4978141929737,-58.8079553995271 -27.4977507258229,-58.8075950698966 -27.495922462414))","815","101019",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.7378731011142 -27.565176078894,-58.7386601487088 -27.5653602815225,-58.7391457738204 -27.5653267901355,-58.739597907545 -27.5651928245875,-58.7398490929476 -27.5648579107174,-58.7407533603968 -27.5637861863332,-58.7413562053629 -27.5625135136269))","816","132796",Corrientes,Capital,Riachuelo
"MULTILINESTRING ((-58.7826851808785 -27.4583171996559,-58.7833265621889 -27.4572561244453,-58.7833332258801 -27.4571379084611,-58.7833030842521 -27.4570663220946,-58.7832390332927 -27.4569834326177,-58.7832352655892 -27.4568854723267,-58.7832842457346 -27.4568364921813,-58.7833822060256 -27.4568327244778,-58.783446256985 -27.4568440275883,-58.7835856620145 -27.4566857840413,-58.7838192596313 -27.4566141976749,-58.7840264833237 -27.4564295802035,-58.7843420366019 -27.4559785921193,-58.784374793841 -27.4556018838693,-58.7846122838247 -27.4552497435487,-58.7848384411617 -27.4551608084249,-58.7850497304289 -27.4550875039853,-58.7852025368857 -27.4549460058286,-58.7857833551236 -27.4534972312553,-58.786405742667 -27.4533088771303,-58.7867742616072 -27.4531369016249,-58.7869252520063 -27.4528477166232,-58.7870071451042 -27.4527453502509,-58.7871647893175 -27.4526757411177,-58.7872164843355 -27.45261585679,-58.7872349102825 -27.4524981354618,-58.7871832152645 -27.4521434359819,-58.7872978656014 -27.451574278952,-58.7874616517971 -27.4514207293936,-58.7875476395498 -27.4512651325078,-58.7877564669492 -27.4510215005417,-58.7881372698541 -27.4508945662401,-58.7881004179601 -27.4507144014249,-58.7881086072699 -27.4506447922918,-58.7881700270933 -27.4505792778135,-58.7883051507047 -27.450521952645,-58.7885672086177 -27.4503540717945,-58.7887883199818 -27.4501698123244,-58.7889357275579 -27.4501780016342,-58.7889602954872 -27.45033359852,-58.789193690816 -27.4505342366097,-58.7897751318106 -27.4505260472999,-58.7899634859356 -27.4503745450689))","817","90191",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-58.8546584764897 -27.4835604832177,-58.8546770603547 -27.4832095715299,-58.8547109038525 -27.4819789244381,-58.8543439123125 -27.4818740697124,-58.8540031344539 -27.4816119328981,-58.8531206071791 -27.4813323202962))","818","102778",Corrientes,Capital,Corrientes
"MULTILINESTRING ((-59.2987782729871 -29.1620188220558,-59.297539975219 -29.1620658460216,-59.2968137161904 -29.1622016930342,-59.2959725096897 -29.1620919704471,-59.2952514755463 -29.1620240469409,-59.2939844409101 -29.1616556925415,-59.2932294450136 -29.1614179602695,-59.2926024588019 -29.1610469934276,-59.2913589361487 -29.1602005620418,-59.2907946485581 -29.1596676237619,-59.2904184568311 -29.1592287334137,-59.2900213655637 -29.158706244904,-59.2898855185512 -29.1583901393556,-59.2897757959641 -29.1580087227434))","819","133607",Corrientes,Goya,Goya
"MULTILINESTRING ((-59.1006615910623 -28.997193288598,-59.1008769482784 -28.9968523063392,-59.1009427518722 -28.9966608777027,-59.1009786447416 -28.9964245829794,-59.1010863233496 -28.9958742256494,-59.101176055523 -28.9956558773609,-59.1011311894363 -28.9953956540581,-59.1010115465385 -28.9950337342921,-59.1008350732642 -28.9944474840928,-59.1007393589459 -28.9941244482686,-59.1005658767441 -28.993831323169,-59.0996623411775 -28.9929031494412))","820","134077",Corrientes,Lavalle,Santa Lucía
"MULTILINESTRING ((-56.0213036647574 -28.5587016354365,-56.0203184107867 -28.5603709972578,-56.018387194142 -28.5621517294886,-56.0171958591989 -28.5632552818569,-56.0163360089064 -28.564661295954))","821","138303",Corrientes,Santo Tomé,Santo Tomé
"MULTILINESTRING ((-58.8198850070178 -27.9588827954165,-58.8194372294533 -27.9581882113203,-58.8190952261166 -27.9576240821051,-58.8186262937064 -27.9565099269051,-58.8185769324001 -27.9562490171431,-58.8183935904052 -27.9558400234621))","822","2135",Corrientes,Empedrado,Empedrado
"MULTILINESTRING ((-58.8160525674027 -27.9525808973925,-58.8156443549051 -27.9524965926375,-58.8154380301101 -27.952234804188,-58.8153071358854 -27.9522081816338,-58.8151363078293 -27.9518066247748,-58.8148434597332 -27.9508304644545))","823","2183",Corrientes,Empedrado,Empedrado
"MULTILINESTRING ((-59.1837767511606 -29.0312807241843,-59.1842593705737 -29.0313764957224,-59.1847231963652 -29.0315819042872,-59.1849749875092 -29.0316216607836))","824","1245",Corrientes,Lavalle,Lavalle
"MULTILINESTRING ((-58.5687697093296 -27.5094376918594,-58.5674092825059 -27.5092122956993,-58.56711143758 -27.5090271488534,-58.5669444029256 -27.5088042682755,-58.5667995053941 -27.5087640189612,-58.5667411438883 -27.5084314590016,-58.5667144787176 -27.5083001456137,-58.5667064288547 -27.5082236719165,-58.5667708277576 -27.5081290860279,-58.5668558544342 -27.5080556310293,-58.5669921989863 -27.508022425345,-58.5671340778193 -27.5079499765792,-58.5672789753508 -27.5078976524706,-58.5673997232938 -27.507873502882,-58.5676366911318 -27.507838284732,-58.5677815886633 -27.5078704841835,-58.5678907649284 -27.5079660763049,-58.5681579197521 -27.5081336140757,-58.5683697317686 -27.5081612854793,-58.5685765126209 -27.5081094644871,-58.5687938589182 -27.5079645669556,-58.5688849229918 -27.5078191663077,-58.5689065569983 -27.5076747718926,-58.5688808980604 -27.5074227105617,-58.5687883246375 -27.5071550526216,-58.5687038010774 -27.5069316689272,-58.5682811832772 -27.5066177242755,-58.5680839616371 -27.506444652224,-58.5678741620862 -27.5062283121596,-58.5678419626347 -27.5060874395595,-58.5678419626347 -27.5059586417537,-58.5678580623605 -27.5057412954564,-58.5680754086577 -27.5051295058789,-58.5684758893351 -27.5045594749649,-58.5685302259095 -27.5043687938384,-58.5685342508409 -27.5041715721983,-58.5685060763209 -27.5040588741182,-58.5684215527608 -27.5039421511067,-58.568264580435 -27.5037731039866,-58.5678097631833 -27.5033545111178,-58.5676447409946 -27.5032055886549,-58.5674837437374 -27.5031009404377,-58.567302621823 -27.5030848407119,-58.5662682144452 -27.5033786607064,-58.5658375467821 -27.5034390346779,-58.5656604497991 -27.5034631842664,-58.5652539317246 -27.5035718574151,-58.5647266657071 -27.5035316081008,-58.5641913498268 -27.5033142618035,-58.5637405575065 -27.5029600678376,-58.5636600588779 -27.5028473697575,-58.5636761586036 -27.5026622229117,-58.5638914924351 -27.5024705355522,-58.5643442972212 -27.5023965774372,-58.56470654105 -27.5020826327856,-58.5650446352902 -27.5017847878597,-58.5652136824103 -27.5016157407396,-58.5652760688474 -27.5014079536544,-58.5651492835074 -27.5012132475965,-58.5637647070951 -27.5000460174815,-58.562378118217 -27.4996369838247,-58.5621547345227 -27.4995952251612,-58.5618568895968 -27.4992088317438,-58.5616314934366 -27.4990880838009,-58.5614624463165 -27.4991444328409,-58.5613255986479 -27.4993295796868,-58.5612692496079 -27.4995147265326,-58.5610519033106 -27.4999091698128,-58.5607460085218 -27.5000057681672,-58.5600134710014 -27.4999172196757,-58.5595546288182 -27.4997562224185,-58.559272883618 -27.4998206213214,-58.559039437595 -27.4999413692643,-58.5588945400635 -27.5000621172072,-58.5585966951376 -27.5002714136416,-58.5584276480175 -27.500480710076,-58.5582505510346 -27.5005773084304,-58.5580654041887 -27.5005370591161,-58.5575180135141 -27.5003036130931,-58.557065208728 -27.4999589783392))","825","10047",Corrientes,San Luis del Palmar,San Luis Del Palmar
"MULTILINESTRING ((-58.7161123405952 -28.5754181754181,-58.7163718248988 -28.5750414621652,-58.7164501970615 -28.5749650657712,-58.7166741175265 -28.5748504711803,-58.7166754347057 -28.5747911981161,-58.7166978267522 -28.5747253391558,-58.7168203244184 -28.5745659604719,-58.7170679541092 -28.574426339476,-58.717297143291 -28.5742788154049,-58.7173524648176 -28.5743005488618,-58.7174657422294 -28.5742682779713,-58.7175092091432 -28.5742063705486,-58.7175421386233 -28.5740917759577,-58.718186239255 -28.5735793932466,-58.7183890848527 -28.5736294460564,-58.7184747015011 -28.5736452522069,-58.7186130053178 -28.5736189086228,-58.7188527319332 -28.573620225802,-58.7188975160262 -28.5736096883683,-58.7189370314024 -28.573575441709))","826","1987",Corrientes,San Roque,San Roque
"MULTILINESTRING ((-58.0698301733716 -29.1763621011214,-58.0694088550483 -29.1764258532361,-58.0690956381369 -29.175901977163,-58.0689265564413 -29.1756303377177,-58.0687824212254 -29.1754363095424,-58.068580077557 -29.1751203207999,-58.0683611029021 -29.1748015602263,-58.0681975648687 -29.1746075320511,-58.068025711342 -29.1744273630313,-58.0678067366872 -29.1742388785182,-58.0676043930187 -29.1740642531605,-58.0675129225932 -29.1738757686474,-58.0674879761136 -29.1737177742762,-58.0674630296339 -29.1734544503241,-58.0674325394921 -29.1732382475003,-58.0674325394921 -29.1732022136963,-58.0677318972481 -29.1731329179194,-58.0679702747206 -29.1730469911561,-58.0683555592399 -29.1728779094605,-58.0695682353351 -29.1723637347962,-58.0697733508346 -29.1729756165059,-58.0701281452122 -29.1738404278012,-58.0703277170496 -29.1746608897993,-58.0703609790225 -29.1748604616367,-58.0702999987388 -29.1750267715012,-58.0702501057795 -29.1752097123521,-58.0702501057795 -29.1754037405273,-58.0702445621173 -29.175614399689,-58.0702445621173 -29.1757973405399,-58.0701794240871 -29.175892968712,-58.0700574635198 -29.1759872109685,-58.0700047987294 -29.1760315602657))","831","10042",Corrientes,Saladas,Saladas
"MULTILINESTRING ((-60.4935812521499 -31.7044209512454,-60.4933577455497 -31.7049206483977,-60.4931558557432 -31.7048437379952,-60.492963579737 -31.7048533517955,-60.4924540483206 -31.7046899171902,-60.4921415998106 -31.7045409032855,-60.4919541307046 -31.7044159238814,-60.4901882261038 -31.7037667851874))","832","124486",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4772318154574 -31.7548118806797,-60.4768229289595 -31.7545782404494,-60.4759641364217 -31.7542485451121))","833","110843",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.478335544467 -31.7556597284571,-60.4779964937255 -31.7554187314016))","834","110841",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4759641364217 -31.7542485451121,-60.4750326572099 -31.753628459652))","835","110844",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4779964937255 -31.7554187314016,-60.4776452049375 -31.7552209688246,-60.4772318154574 -31.7548118806797))","836","110842",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4750326572099 -31.753628459652,-60.4745405028244 -31.7531020438367))","837","110845",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5424343049526 -31.7670627259322,-60.5436513572931 -31.7659886503647))","838","124489",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5446166172624 -31.7650679227961,-60.5442644255459 -31.7643400659772,-60.5437227351773 -31.7640206846316,-60.5438280844029 -31.7637978305004,-60.5445331138361 -31.7631940983996))","839","124491",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5416805809569 -31.7681860309381,-60.5424343049526 -31.7670627259322))","840","124488",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5436513572931 -31.7659886503647,-60.5446166172624 -31.7650679227961))","841","124490",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.4902856506568 -31.773702889509,-60.4906580820321 -31.7735659662092,-60.4910633749993 -31.7733359350657,-60.4916146283606 -31.7733494054308))","842","96642",Entre Ríos,Paraná,Paraná
"MULTILINESTRING ((-60.5077564905068 -31.7215326662937,-60.5066088861672 -31.7201784364313,-60.5064511716894 -31.7199220097412,-60.5064910063318 -31.7196227053329,-60.5064910063318 -31.7191265712869))","843","95256",Entre Ríos,Paraná,Paraná
