WKT,id,id_poligon,provincia,departamen,localidad
"MULTIPOLYGON (((-60.7234745842156 -31.6716859827652,-60.723375454545 -31.6718517872411,-60.7247930020094 -31.6724190477338,-60.7257250696421 -31.6724458698242,-60.7264707237482 -31.6723243143312,-60.7275918871165 -31.6718369493949,-60.7282030954957 -31.6712733948311,-60.7287331670523 -31.6705774358937,-60.7284904271364 -31.6704898342967,-60.7283486053348 -31.67072838438,-60.7281336933375 -31.6711253006847,-60.7277987524867 -31.67147113867,-60.7273992266909 -31.671778426164,-60.7267185071181 -31.6720389484696,-60.7261386348894 -31.6722238352671,-60.7253990876992 -31.6722658549939,-60.7246889543177 -31.6721692096224,-60.7234745842156 -31.6716859827652)))","381","13320",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7103521298557 -31.6097430118243,-60.7103858768118 -31.6095137785858,-60.710312567751 -31.6092436925724,-60.7101344105925 -31.6089250094497,-60.7095341274811 -31.6090400896317,-60.7097456261939 -31.6097989967778,-60.709829603624 -31.60983632008,-60.7103521298557 -31.6097430118243)))","382","11633",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7359716771681 -31.5925239476512,-60.7341043267727 -31.5928488594791,-60.7342471451586 -31.5936879174961,-60.7357110336138 -31.5935950855453,-60.7359716771681 -31.5925239476512)))","383","13312",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7428389309296 -31.5976639450621,-60.7417098806888 -31.5979320339372,-60.7421274655899 -31.5984344407713,-60.7429639340963 -31.5977589474688,-60.7428389309296 -31.5976639450621)))","384","12885",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.73544528318 -31.5700180653419,-60.7354946354987 -31.5701350486158,-60.7359077326849 -31.5700509668877,-60.735896765503 -31.5699211885681,-60.7360868633232 -31.569842590431,-60.7360539617773 -31.5695281978822,-60.7353502342699 -31.5696872220202,-60.73544528318 -31.5700180653419)))","385","12400",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7492038309603 -31.5722828146025,-60.7501953213069 -31.5720684941337,-60.7495966357555 -31.5711303500908,-60.7487108545277 -31.5714457817013,-60.748423284942 -31.5712198341697,-60.7480638229599 -31.5710324004219,-60.7478974668034 -31.5714241708538,-60.7478609836986 -31.5716640264762,-60.7492038309603 -31.5722828146025)))","386","15290",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.7900418098623 -31.6736270635119,-60.7868683710695 -31.6741028322404,-60.787135739611 -31.6748969429494,-60.7902290356769 -31.6744166680339,-60.7900418098623 -31.6736270635119)))","387","13510",Santa Fe,La Capital,Santo Tomé
"MULTIPOLYGON (((-60.7904536081895 -31.679904258297,-60.790036 -31.678831,-60.7894771546126 -31.6789577017073,-60.7898575694978 -31.6800826644361,-60.7904536081895 -31.679904258297)))","388","13511",Santa Fe,La Capital,Santo Tomé
"MULTIPOLYGON (((-60.7739731974661 -31.707697547241,-60.7741136457963 -31.7069713087154,-60.7728233188391 -31.7068913070605,-60.7725414706115 -31.7073740379799,-60.7730540610579 -31.7075777287469,-60.7739731974661 -31.707697547241)))","389","16971",Santa Fe,La Capital,Sauce Viejo
"MULTIPOLYGON (((-60.8056779036462 -31.6571342368486,-60.8055566632872 -31.6566631124983,-60.8054870514967 -31.6562696187773,-60.8050677551076 -31.6562985357696,-60.8044633899675 -31.6564199871375,-60.80467170576 -31.6573198563995,-60.8056779036462 -31.6571342368486)))","390","16961",Santa Fe,La Capital,Santo Tomé
"MULTIPOLYGON (((-60.7929530707801 -31.6592589628677,-60.7928858908839 -31.6589969612726,-60.7926070943148 -31.6590137562466,-60.7924727345224 -31.6588592424854,-60.7924055546262 -31.6588558834906,-60.792475051857 -31.6591579923089,-60.7925080507994 -31.6593372194491,-60.7929530707801 -31.6592589628677)))","391","16962",Santa Fe,La Capital,Santo Tomé
"MULTIPOLYGON (((-60.7640476064738 -31.5587958656027,-60.7640266794759 -31.558028339738,-60.7625626602619 -31.5581772200873,-60.76259120932 -31.5588119140561,-60.7640476064738 -31.5587958656027)))","392","15971",Santa Fe,La Capital,Santa Fe
"MULTIPOLYGON (((-60.2769990402873 -29.8753703562193,-60.2770895068177 -29.8758226888713,-60.2775056528575 -29.8757442845449,-60.2774212174291 -29.875304014097,-60.2769990402873 -29.8753703562193)))","393","19536",Santa Fe,Vera,Calchaquí
"MULTIPOLYGON (((-61.1953225130269 -33.0421582002732,-61.1947822858277 -33.0418291897233,-61.1945245787505 -33.0421774149658,-61.1950774490837 -33.0424823555564,-61.1953225130269 -33.0421582002732)))","394","20210",Santa Fe,Caseros,Casilda
"MULTIPOLYGON (((-61.1937465118745 -33.0413498904038,-61.1935190477907 -33.0416382823673,-61.193978037817 -33.0419185506134,-61.1942198127512 -33.0416223360658,-61.1937465118745 -33.0413498904038)))","395","20211",Santa Fe,Caseros,Casilda
"MULTIPOLYGON (((-61.2001033206463 -33.0480478953013,-61.2005298158035 -33.0474406474346,-61.1998819493504 -33.0470832038743,-61.199999743251 -33.0469329151046,-61.1997824338137 -33.0468516779318,-61.1996504234079 -33.0469694718324,-61.1992828175429 -33.0476802357843,-61.2001033206463 -33.0480478953013)))","396","20199",Santa Fe,Caseros,Casilda
"MULTIPOLYGON (((-60.9399930015207 -31.4807632380932,-60.9394333192417 -31.479023853134,-60.9384990452646 -31.4789375143286,-60.9377109236458 -31.479207963722,-60.9382605774693 -31.481203878197,-60.9399930015207 -31.4807632380932)))","397","18001",Santa Fe,Las Colonias,Esperanza
"MULTIPOLYGON (((-60.9407608951484 -31.4834672119563,-60.9400006517069 -31.4836952849887,-60.9402563699554 -31.484379504086,-60.9409904805709 -31.4841983541928,-60.9407608951484 -31.4834672119563)))","398","18003",Santa Fe,Las Colonias,Esperanza
"MULTIPOLYGON (((-60.9152251177646 -31.4081888922304,-60.915181141183 -31.408044426773,-60.9145635928085 -31.4081730826843,-60.9145916333766 -31.4083305047925,-60.9152251177646 -31.4081888922304)))","399","17973",Santa Fe,Las Colonias,Esperanza
"MULTIPOLYGON (((-59.3738986037351 -28.4925297584493,-59.3742129886073 -28.4932157977831,-59.3747040702391 -28.4931776336807,-59.3746690499563 -28.4928157574253,-59.3756145975913 -28.4928624511357,-59.3768111239196 -28.492769063715,-59.3767585934955 -28.4925414318769,-59.3738986037351 -28.4925297584493)))","400","20333",Santa Fe,General Obligado,Villa Ocampo
"MULTIPOLYGON (((-60.6855555781006 -33.0402579101906,-60.6868964061141 -33.0400562920818,-60.6871495395899 -33.0398376283055,-60.6870958954096 -33.0396737706469,-60.6863455474377 -33.0395087884426,-60.6858697488122 -33.0394264411523,-60.6854824521591 -33.0398651968012,-60.6855555781006 -33.0402579101906)))","401","93",Santa Fe,Rosario,Piñero
"MULTIPOLYGON (((-61.4477190747866 -31.1365156391813,-61.4457303177923 -31.1367710205067,-61.4459738334595 -31.1378583462767,-61.4478426746267 -31.1375355464388,-61.4477190747866 -31.1365156391813)))","402","208",Santa Fe,Castellanos,Lehmann
"MULTIPOLYGON (((-60.1003754138947 -31.1086077611226,-60.1030468940735 -31.1081476030026,-60.1026854664087 -31.1066729577462,-60.10019402951 -31.1070521708318,-60.1003754138947 -31.1086077611226)))","403","36",Santa Fe,Garay,Helvecia
"MULTIPOLYGON (((-59.7494872205474 -29.5144151494225,-59.749814652088 -29.5146031274732,-59.7529173642397 -29.5140484755622,-59.7529140114784 -29.5137266538466,-59.7494872205474 -29.5144151494225)))","404","213",Santa Fe,San Javier,Romang
"MULTIPOLYGON (((-64.1427208753866 -31.4031095572437,-64.1418554378072 -31.4029775413417,-64.1416867508214 -31.4041583502424,-64.1409900002278 -31.4039309895224,-64.1408579843259 -31.4041950213262,-64.140659960473 -31.4046644111998,-64.1395964990407 -31.4041216791585,-64.1391051065169 -31.4048257639688,-64.1401612337324 -31.4053684960101,-64.1407479710743 -31.4055445172127,-64.1410706766124 -31.4055811882966,-64.1414667243182 -31.4058378858837,-64.1421488064782 -31.4062559362398,-64.142772214904 -31.4052951538424,-64.1428895623724 -31.4053684960101,-64.1430582493582 -31.4050897957727,-64.1431975994769 -31.4042170239766,-64.1432489389943 -31.4040556712075,-64.1430509151414 -31.4036889603688,-64.1427208753866 -31.4031095572437)))","405",,Córdoba,Capital,Córdoba Capital
