WKT,id,id_poligon,se_inunda_,con_que_fr,provinicia,departamen,localidad
"MULTIPOLYGON (((-55.1384799157207 -27.4740354879852,-55.1385961091966 -27.4735773194994,-55.1383758326219 -27.4735614325513,-55.1380628007159 -27.4735381662319,-55.1378124746144 -27.4735138461775,-55.1378279012354 -27.4734238721366,-55.1372211117487 -27.4734339748705,-55.1372215928 -27.4735077789324,-55.1362453959673 -27.4735182106515,-55.1362249346783 -27.4738497635336,-55.1377361970469 -27.473893533191,-55.1381515499084 -27.4739598954508,-55.1384799157207 -27.4740354879852)))","1510","14111","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.1329310024367 -27.4937343784442,-55.1326350247992 -27.4937248192267,-55.1322903784442 -27.4939227293345,-55.1322148119962 -27.4938717568884,-55.1317074586691 -27.4937633760074,-55.1314346215557 -27.493931486223,-55.1310708646673 -27.4941361077788,-55.1308964011246 -27.4943959173383,-55.131728 -27.494749,-55.1318374736223 -27.494775355624,-55.1317987293345 -27.4950178922211,-55.1324116239924 -27.4952691904404,-55.1326161464709 -27.4950281173691,-55.1330209246485 -27.4950107017806,-55.1340645162136 -27.495038619119,-55.1344385137769 -27.4942802706654,-55.1329310024367 -27.4937343784442)))","1511","21559","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.1250645518846 -27.4606533188931,-55.1249397657087 -27.4608904904157,-55.1250352799379 -27.4621461961737,-55.1252274680629 -27.4622384492768,-55.1256765883383 -27.4623221089359,-55.1269623052051 -27.4624277842949,-55.1281118110264 -27.4624426614072,-55.1286575140876 -27.4624189780149,-55.1292563411215 -27.4623397214958,-55.129858103582 -27.4622046918705,-55.130483 -27.461943,-55.1303 -27.461291,-55.1280983153134 -27.4617203464755,-55.127629133841 -27.4610987165397,-55.1265163385926 -27.4606862283278,-55.1263546251296 -27.4608930294844,-55.1252112673446 -27.4604755049199,-55.1251621548203 -27.4606092874936,-55.1250645518846 -27.4606533188931)))","1512","21563","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.1221772831179 -27.4613596832633,-55.1225398234091 -27.4613505059612,-55.1229297481069 -27.4613712767599,-55.1237406471978 -27.4614612110745,-55.1249332817912 -27.4615522774425,-55.1249046608613 -27.4608312127152,-55.1250691664435 -27.4605211514141,-55.1245581934311 -27.460471992594,-55.1240074993839 -27.4603449307794,-55.1235217394132 -27.4601546764861,-55.1238163317304 -27.4595285233613,-55.1235194261394 -27.4593125228775,-55.1229687804051 -27.458860453882,-55.1221477598621 -27.4597658171597,-55.1234505313129 -27.4604434850845,-55.1232507159349 -27.4605812505437,-55.1228239721904 -27.4606556261161,-55.122491743462 -27.4607418393786,-55.1223237108372 -27.4609316863749,-55.1221772831179 -27.4613596832633)))","1513","19717","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.1197771818066 -27.4549444918814,-55.1199578477073 -27.4552097045056,-55.1200536452811 -27.4554586727474,-55.1201450481305 -27.455802435558,-55.1201508076939 -27.4558740222718,-55.1202270140848 -27.4559875858054,-55.120705306592 -27.4563454630433,-55.1200050921017 -27.4572879915207,-55.12092052971 -27.457845745831,-55.1212474612311 -27.4574787159774,-55.1218811256264 -27.4578209324421,-55.1219934643995 -27.458140866755,-55.1221190318116 -27.4583678622927,-55.1222511103748 -27.4587625931648,-55.1230857911981 -27.4580673164551,-55.1230455437069 -27.4579024432534,-55.1228075084816 -27.4572015500911,-55.1218096269617 -27.4561084499604,-55.1216078649105 -27.4560752680396,-55.1208677354187 -27.4553425712974,-55.1210409950333 -27.4549796166595,-55.120443538725 -27.4545127576726,-55.1200935086699 -27.454935337833,-55.1200262011999 -27.4548420167727,-55.1197771818066 -27.4549444918814)))","1514","14422","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.8491759023272 -27.4571156351591,-55.8497914379984 -27.4568481032517,-55.8497049431689 -27.4568313775677,-55.8496220041207 -27.456832546209,-55.8493755601224 -27.4568312526541,-55.8492653904287 -27.4568042087401,-55.849183125629 -27.4567418015035,-55.8490923638622 -27.4567036025888,-55.8489604637877 -27.4566718403857,-55.8488901464127 -27.4566695581159,-55.8488325422496 -27.4566852134328,-55.8491759023272 -27.4571156351591)))","1515","16478","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.1046690541497 -27.4826070114738,-55.1050746672355 -27.4829340185129,-55.105542 -27.482426,-55.1061734060395 -27.4817130000722,-55.1059102340157 -27.4815249847287,-55.1053362676481 -27.4820069278647,-55.1046690541497 -27.4826070114738)))","1516","19723","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.9596084281764 -27.4221673685879,-55.962978401052 -27.4212735207689,-55.9627682442563 -27.4205684307031,-55.9620563249708 -27.420768001206,-55.9594541370784 -27.421498475894,-55.9596084281764 -27.4221673685879)))","1517","14280","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9368367100481 -27.4219606706116,-55.9367756387663 -27.4215260172985,-55.9362866791093 -27.4215658978307,-55.9363345599442 -27.4220221026861,-55.9368367100481 -27.4219606706116)))","1518","19327","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9486190468554 -27.378903826662,-55.9487085382865 -27.3798153172762,-55.949714888725 -27.379698084739,-55.9498753362368 -27.3797245035245,-55.9500246930666 -27.3797840314535,-55.9500968877394 -27.3802746885696,-55.9506285728923 -27.3801880792675,-55.9507445135976 -27.3798886934082,-55.9509981910703 -27.3798444922322,-55.9511181576892 -27.3795780886839,-55.950710863767 -27.3796429810494,-55.9505400468338 -27.3796405948841,-55.9504237962871 -27.3796207013858,-55.9503141617928 -27.3791829627304,-55.9501636760418 -27.3789779516453,-55.9500081474421 -27.3787983799127,-55.9494265261305 -27.3788278100821,-55.9486190468554 -27.378903826662)))","1519","14841","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9467363189956 -27.3799862126637,-55.9470921696506 -27.3823656379912,-55.9475722044719 -27.3823187796766,-55.948951850655 -27.3821841063318,-55.9487811696506 -27.3810746810043,-55.948308699922 -27.3811386522799,-55.9483012297367 -27.3810291003548,-55.9478293620087 -27.3810805543668,-55.9477360430131 -27.3806908303493,-55.9487512126637 -27.3805412126637,-55.9485077443231 -27.3789378303493,-55.9475601672489 -27.379042149345,-55.9472629004116 -27.3790612278343,-55.9463696810043 -27.3791185543667,-55.9467363189956 -27.3799862126637)))","1520","19453","SÍ, TODO EL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8381884597461 -27.4488647528865,-55.8358495324545 -27.4506217480783,-55.8395060151815 -27.4539053781242,-55.841272650575 -27.4544363142138,-55.8434480256402 -27.4546201487264,-55.8424554123902 -27.4537121644814,-55.8428708857193 -27.4533971640235,-55.841819576187 -27.4524026054092,-55.8415759168171 -27.4525941364071,-55.8404945443614 -27.4515341999707,-55.8407054508633 -27.4513496859845,-55.8381884597461 -27.4488647528865)))","1521","14195","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.9285688567288 -27.3616196511905,-55.9272387110192 -27.3617595267026,-55.9272774025138 -27.3619925450025,-55.9273180407404 -27.362268234483,-55.9277513970218 -27.3622144227782,-55.9281705811074 -27.3621672356294,-55.9286327483948 -27.3621008412308,-55.9285688567288 -27.3616196511905)))","1522","11599","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8941930467241 -27.3907091664529,-55.8934357837274 -27.3907936436297,-55.8933903754406 -27.3908173189125,-55.8933477632369 -27.3908523894451,-55.8933394547908 -27.3908910824958,-55.8933532714876 -27.3910223955494,-55.8934282648034 -27.3914214953071,-55.8936169436744 -27.3913891162176,-55.8938659736157 -27.3912866485757,-55.8940606737102 -27.3912344493978,-55.8942388899789 -27.3912084414461,-55.8941930467241 -27.3907091664529)))","1523","11486","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.893130309961 -27.4016706998591,-55.8929263144018 -27.4017052400253,-55.8929172215588 -27.4016693107179,-55.8928141212608 -27.4016871877286,-55.8928128353506 -27.4017004190515,-55.892772645034 -27.401704973244,-55.8925635999214 -27.4017264051881,-55.8923693734532 -27.4017559413805,-55.8924623667976 -27.4022955925361,-55.8932321257688 -27.4021907283916,-55.893130309961 -27.4016706998591)))","1524","18897","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8949917153623 -27.4020261840579,-55.8966124686956 -27.4018458576811,-55.8963700208695 -27.4012781128985,-55.895017092029 -27.4013668491304,-55.8949917153623 -27.4020261840579)))","1525","19336","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9471675381064 -27.3772631337209,-55.9478089580639 -27.3771872395196,-55.9478012143717 -27.3771368128981,-55.9478883449969 -27.3771241777359,-55.9477903091447 -27.3765047428014,-55.947715562538 -27.3765127754845,-55.9470656276823 -27.3765809315804,-55.9471675381064 -27.3772631337209)))","1526","12582","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9192144637554 -27.3584173777292,-55.9187167318777 -27.3548086458515,-55.918123780786 -27.3549792799126,-55.9174449882096 -27.3550690117904,-55.9163559628821 -27.3548288161571,-55.9149094266375 -27.3549565969432,-55.9152782563318 -27.3575384266375,-55.916994890393 -27.3573544266375,-55.9172182074235 -27.3586306458515,-55.9192144637554 -27.3584173777292)))","1527","21565","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9324913961863 -27.3595799983123,-55.931602644585 -27.3597653214474,-55.9317490987141 -27.3603576118748,-55.9325822928047 -27.3602510574069,-55.9324913961863 -27.3595799983123)))","1528","11348","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9269112619338 -27.3592920482562,-55.9275852311232 -27.3592309803411,-55.9276411215571 -27.3591795288053,-55.9277242062862 -27.359154063589,-55.9277867180821 -27.3591460531369,-55.9277763895407 -27.3590587145091,-55.926982909441 -27.3590578667596,-55.92688672876 -27.3590574880053,-55.9269112619338 -27.3592920482562)))","1529","11549","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9387544636551 -27.3729878109987,-55.9386310763678 -27.3722884557913,-55.9383192623586 -27.3723364727766,-55.9382808636144 -27.3721339151239,-55.9383070388054 -27.3721281996491,-55.9382468453637 -27.3718158762834,-55.9380950169211 -27.3718283326337,-55.9382471814752 -27.3730529313375,-55.9387544636551 -27.3729878109987)))","1530","12742","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9435203972567 -27.3634670694916,-55.9436042692815 -27.3642780259368,-55.9432969310124 -27.3643412656047,-55.9430028612446 -27.36439134559,-55.9430557217658 -27.3648746979545,-55.9450335016477 -27.36458614227,-55.9449293955983 -27.3640503668958,-55.9442927210194 -27.3641460382096,-55.9442006853093 -27.3633968062276,-55.9435203972567 -27.3634670694916)))","1531","11439","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8549301509583 -27.4546831274357,-55.8503371736241 -27.4566982480052,-55.8508236916265 -27.4575062582714,-55.8521478828694 -27.4568990555538,-55.853568086936 -27.4562747753798,-55.85522438888 -27.4554658506338,-55.8555833987096 -27.4552947997611,-55.8549301509583 -27.4546831274357)))","1532","14193","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.8495246867374 -27.4646764873591,-55.8482152432563 -27.4648188829057,-55.8482489871868 -27.4650928901992,-55.8486209654325 -27.4650490859277,-55.8486245059028 -27.4650721121093,-55.849580477331 -27.4649850189036,-55.8495246867374 -27.4646764873591)))","1533","13289","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.9268948353689 -27.3871744078244,-55.9263107129176 -27.3872527400336,-55.9263153426954 -27.3872946560856,-55.9247771700667 -27.3874704233864,-55.9247310668307 -27.3871545547184,-55.9238431167072 -27.3872717085192,-55.9239584312506 -27.3883732461342,-55.9246313457987 -27.3883017868001,-55.9270166523109 -27.3880234583481,-55.9268948353689 -27.3871744078244)))","1534","12137","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9396888688207 -27.3933161675456,-55.9396053850651 -27.3925802969212,-55.9391420334578 -27.3927699210093,-55.9396888688207 -27.3933161675456)))","1535","12181","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.945693 -27.421529,-55.944813 -27.421605,-55.9449667293066 -27.4229580868129,-55.9458042718273 -27.4228885885624,-55.945693 -27.421529)))","1536","16499","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.4605973698061 -26.9637018667568,-54.4587869726525 -26.9621962556534,-54.458783729728 -26.9620640379848,-54.4576349869398 -26.9610876519119,-54.4558505815597 -26.9596158566782,-54.4552437792546 -26.9598456589832,-54.4553071159619 -26.9599607019777,-54.4564874184402 -26.9612272405429,-54.4570844320978 -26.9618923767125,-54.458749054658 -26.9636562211737,-54.4590940408567 -26.9635808727272,-54.4595439088613 -26.9640015946453,-54.4599633008581 -26.9642903592289,-54.4601122333573 -26.9642955134404,-54.4605973698061 -26.9637018667568)))","1537","23328","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-54.5567853737853 -27.0207867840018,-54.5548059238113 -27.0207032285453,-54.5548482161311 -27.0209297218889,-54.5548678539375 -27.0209724970112,-54.5569337115011 -27.0212610612736,-54.5569753903578 -27.0208457401706,-54.5567853737853 -27.0207867840018)))","1538","15660","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-55.9268736094236 -27.3853127161443,-55.9270704165101 -27.3856318531346,-55.9275786951184 -27.3855172378103,-55.9268736094236 -27.3853127161443)))","1539","12110","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.1538474156956 -27.4994474664354,-55.1535193172739 -27.4994796075847,-55.1533283236649 -27.4994423614366,-55.1522559802458 -27.4995683831607,-55.1517704311666 -27.4992974142598,-55.1512098997319 -27.4992897595633,-55.1511937888204 -27.4995211721845,-55.149209 -27.4995839008187,-55.1465135297526 -27.4998042555771,-55.1465103099163 -27.5000798370625,-55.1510563450997 -27.4997848757005,-55.1515009884086 -27.4998712761136,-55.1521910129751 -27.4998240644432,-55.1529969477956 -27.4997071291121,-55.1538884544461 -27.4996078559579,-55.1538474156956 -27.4994474664354)))","1540","21586","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-54.4623835994483 -27.022538440848,-54.4629148903039 -27.0230546596225,-54.4638079111036 -27.0221964930101,-54.4632445920759 -27.021806502914,-54.4623835994483 -27.022538440848)))","1541","15583","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-54.4661063424552 -27.0147849074986,-54.4651603317175 -27.0153357276874,-54.4661825999741 -27.0164530463092,-54.4669898294947 -27.0160370804757,-54.4661063424552 -27.0147849074986)))","1542","15585","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-55.8859421966194 -27.4452629558025,-55.8854219089551 -27.4456013685361,-55.8859804884934 -27.4463592547185,-55.8868592021015 -27.4475528651361,-55.8871008083224 -27.4469982812889,-55.8868967697022 -27.446817201036,-55.886850519236 -27.4467383593877,-55.8867479029933 -27.446620311678,-55.8867060971086 -27.446603447591,-55.886405851249 -27.4463100149951,-55.8865464728414 -27.4461717298414,-55.8859421966194 -27.4452629558025)))","1543","17568","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9436123790793 -27.4217503735354,-55.9431571893241 -27.418152035609,-55.9416563224068 -27.4183940308786,-55.9418802699821 -27.4219083398314,-55.9436123790793 -27.4217503735354)))","1544","16494","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.8903942917231 -27.4443890683547,-55.8890865979768 -27.4452369615083,-55.8891119130843 -27.4452780591351,-55.8904100304376 -27.4468470220215,-55.8910711292619 -27.446402125972,-55.8911657148269 -27.4464808307344,-55.8918700722403 -27.4459873605465,-55.8903942917231 -27.4443890683547)))","1545","16453","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.962781931649 -27.443556828863,-55.9623800040053 -27.4427681078211,-55.9619176218896 -27.4429707777486,-55.9624135494232 -27.4437738295975,-55.962781931649 -27.443556828863)))","1546","19329","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.4570975701668 -27.008166476876,-54.4546411370543 -27.0063778402623,-54.4543537461093 -27.0066274291125,-54.4568661186768 -27.0083979909256,-54.4570975701668 -27.008166476876)))","1547","15509","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Guaraní,San Vicente
"MULTIPOLYGON (((-55.1515589790393 -27.4739460131004,-55.1515113316872 -27.4752009748944,-55.151864140368 -27.4751929530066,-55.1518314589999 -27.475084063168,-55.1519503239602 -27.4747680013938,-55.1519105596271 -27.4739345115026,-55.1515589790393 -27.4739460131004)))","1548","19789","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-55.9333585702391 -27.4465383094035,-55.9329948273028 -27.4466105521764,-55.9327423080563 -27.4467569401454,-55.9324814379215 -27.4470934929726,-55.9324678306145 -27.4476462470569,-55.9335134070351 -27.4475646530818,-55.9333585702391 -27.4465383094035)))","1549","21539","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.604057882096 -26.4444354349344,-54.6038055788033 -26.4444263023892,-54.6035110526447 -26.4479880778574,-54.6038805528384 -26.4483183292576,-54.604057882096 -26.4444354349344)))","1550","21148","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-54.6539357677102 -26.4125600859548,-54.6536675468087 -26.4125723973556,-54.653686657548 -26.4130942794276,-54.6539109572768 -26.4131411225821,-54.6539357677102 -26.4125600859548)))","1551","13103","SÍ, SÓLO EN UN SECTOR DEL BARRIO",OCASIONALMENTE (ALGUNAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-54.6614506468177 -26.4201430593986,-54.6617584303021 -26.4194701784915,-54.6589183062315 -26.4194503613237,-54.6589042246342 -26.420213019571,-54.6614506468177 -26.4201430593986)))","1552","12574","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-55.8303940552574 -27.4731630416534,-55.8305159227255 -27.4730154815616,-55.8306335212627 -27.4728784733553,-55.8308302197984 -27.472618951479,-55.831142585344 -27.4723808708207,-55.8309377972455 -27.4721192037358,-55.8314285255523 -27.4715934011851,-55.8314916384843 -27.4715185731637,-55.831193325682 -27.471306836849,-55.8312538026688 -27.4712507777324,-55.8309083903785 -27.470898143213,-55.830731962913 -27.471003407692,-55.8305014001675 -27.4712526986449,-55.8301665231499 -27.4714575901746,-55.8300117982002 -27.4715439263184,-55.8302028773162 -27.4718006792166,-55.8302958313138 -27.4719160454934,-55.8297804368305 -27.4722536677624,-55.8298218057963 -27.4724618261062,-55.8298951338222 -27.4726706324414,-55.8299949776231 -27.4728526976349,-55.8301461192187 -27.473036621612,-55.8302906507118 -27.473107204893,-55.8303940552574 -27.4731630416534)))","1553","13288","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.8249751478434 -27.4709203100998,-55.82454867661 -27.4710726157055,-55.8255625516176 -27.4732792385386,-55.8260252326727 -27.4730948096355,-55.8249751478434 -27.4709203100998)))","1554","13287","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.1035164938485 -27.4884813799536,-55.1036445868624 -27.488738522574,-55.1039242283233 -27.4887670885358,-55.104284747831 -27.4894930201319,-55.1049298459163 -27.4892414748077,-55.1044065131832 -27.4880951110907,-55.1035164938485 -27.4884813799536)))","1555","19674","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Oberá,Oberá
"MULTIPOLYGON (((-54.6889986097813 -26.4086191690829,-54.6895313635469 -26.4091479756387,-54.6937960758805 -26.4064771924682,-54.6935509890318 -26.4057802081863,-54.6889986097813 -26.4086191690829)))","1556","12652","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Eldorado,Eldorado
"MULTIPOLYGON (((-55.8271582249989 -27.4560471127323,-55.8246714986899 -27.4558113775109,-55.8244386315652 -27.457164710257,-55.8243977346742 -27.4577410901404,-55.8269389118793 -27.4580003709789,-55.8270049083863 -27.4574784707145,-55.8271582249989 -27.4560471127323)))","1557","16959","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.863131391465 -27.4432541187458,-55.8621342894029 -27.442408283664,-55.8622178418637 -27.4423269426109,-55.8616170588992 -27.4417838030797,-55.8612136441627 -27.4421623486053,-55.8610629995722 -27.4420386438549,-55.8609017077696 -27.4421839821529,-55.8616773503979 -27.4428615725208,-55.8626738084799 -27.443668315466,-55.863131391465 -27.4432541187458)))","1558","14182","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.8618284048505 -27.4472095463055,-55.8633668719108 -27.4456978093678,-55.8625841486153 -27.4450536933226,-55.8610519363797 -27.4465145052399,-55.8618284048505 -27.4472095463055)))","1559","19345","SÍ, TODO EL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Garupá
"MULTIPOLYGON (((-55.9387640756112 -27.3909496624944,-55.937820532197 -27.3910639867716,-55.937912920578 -27.3916990053868,-55.9384048166306 -27.3916484812519,-55.9384138707411 -27.3917103996759,-55.9388697717516 -27.3916516920966,-55.9387640756112 -27.3909496624944)))","1560","17841","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-55.9097201965065 -27.4536794227074,-55.9110380244541 -27.4524947641921,-55.9090559606986 -27.4516027764192,-55.9083883292576 -27.4517139213974,-55.9097201965065 -27.4536794227074)))","1561","19974","SÍ, SÓLO EN UN SECTOR DEL BARRIO",SOLAMENTE CUANDO DILUVIA (UNA O DOS VECES POR AÑO),Misiones,Capital,Posadas
"MULTIPOLYGON (((-54.5644642497932 -26.3847032746,-54.5648823545851 -26.3841499203056,-54.5648778395567 -26.3837350361353,-54.564876 -26.383566,-54.5643997246455 -26.3833370768144,-54.56411698457 -26.3833780950213,-54.5638468402528 -26.3837414099927,-54.5636718977318 -26.3836688432409,-54.5634415311247 -26.3841360944767,-54.5644642497932 -26.3847032746)))","1562","20297","SÍ, SÓLO EN UN SECTOR DEL BARRIO",CADA VEZ QUE LLUEVE FUERTE (MUCHAS VECES POR AÑO),Misiones,Eldorado,Eldorado
