WKT,id,provincia,departamen,localidad,tipo
"MULTIPOLYGON (((-59.3297008070767 -26.5558515726838,-59.3295064661793 -26.5558760815398,-59.3293656218654 -26.5558061447384,-59.3292508420743 -26.5556768059906,-59.3291178250382 -26.5556639971556,-59.3289366047913 -26.5557202254813,-59.3287046636898 -26.5556585133521,-59.3285052387207 -26.5556223897816,-59.3282754454455 -26.5556064146255,-59.3281872767728 -26.5556817553489,-59.328155130458 -26.5557974073569,-59.3281597959279 -26.5560301215012,-59.3281909363918 -26.5560835723296,-59.3283125945248 -26.5560735990414,-59.3285402399738 -26.5560438372993,-59.3287034241458 -26.5560703182494,-59.3287296573159 -26.5561859771383,-59.3287860657527 -26.556263087848,-59.3289809857685 -26.556293778354,-59.3290025209458 -26.5563856044208,-59.3289648882188 -26.5565082644438,-59.3289235389578 -26.5565946502175,-59.3288622069658 -26.5566841876656,-59.3287620840101 -26.5567859866468,-59.3287330588496 -26.5569871523857,-59.3287339996546 -26.5572358099546,-59.3287676821544 -26.5573195760179,-59.3288703308845 -26.5573525327869,-59.3290151010334 -26.5573727027209,-59.3291581175657 -26.557331715801,-59.3293377772356 -26.5572327309587,-59.3295056837926 -26.5571263847279,-59.329715904808 -26.5570256511715,-59.3298399038067 -26.5570798140413,-59.3299251118416 -26.5571462384498,-59.3299564778679 -26.5570092091055,-59.3298385687919 -26.5568465767387,-59.3298607400028 -26.5566280616331,-59.3298386419685 -26.5563765963436,-59.3298786236919 -26.5562658524924,-59.3298725825536 -26.5560610011654,-59.329812658753 -26.5559137954566,-59.3297008070767 -26.5558515726838)))","73",Chaco,Libertador General San Martín,General José de San Martín,Espejo
"MULTIPOLYGON (((-60.7126134061373 -27.5896267912543,-60.7124067743692 -27.5895464383802,-60.7122294846811 -27.58961357018,-60.7119684404956 -27.5897388485496,-60.711771217142 -27.5897696698673,-60.7115208843469 -27.589789078156,-60.7113115507661 -27.5895993192591,-60.7112154848555 -27.5895636420479,-60.7109192925927 -27.5895761365582,-60.7108119719197 -27.5896435982859,-60.7108245879027 -27.5901062842673,-60.7108142412678 -27.5901980163715,-60.7108466724859 -27.5902971437495,-60.710914274351 -27.5903654298933,-60.7111243600129 -27.590383288373,-60.7114894345473 -27.5903656615422,-60.7119059884075 -27.5903512541354,-60.7123573481591 -27.5903201430434,-60.7124887633329 -27.5903418475069,-60.7126749331101 -27.5902874088929,-60.71272243774 -27.5902067665648,-60.7127174063933 -27.5899259426933,-60.7127359261756 -27.5897315531775,-60.7126134061373 -27.5896267912543)))","74",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.7109220488278 -27.59164623416,-60.7108065738155 -27.5916966645344,-60.7108685849449 -27.5921600708782,-60.7109190593119 -27.592214136145,-60.7109376195013 -27.5923393657304,-60.711094774338 -27.592362679478,-60.7114550440723 -27.5923528439308,-60.711794025473 -27.5922759340683,-60.7117850748839 -27.5921351224506,-60.7116875649972 -27.592060247022,-60.7117069891454 -27.5918783922101,-60.7116594215387 -27.5917830397042,-60.7115042728581 -27.5916819707021,-60.7113686968489 -27.5916074115689,-60.7111345909478 -27.5916045712661,-60.7109220488278 -27.59164623416)))","75",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.7421885558024 -27.5850540539283,-60.742215316737 -27.5849743129072,-60.7421712100288 -27.5849056472448,-60.741952373579 -27.5848157153071,-60.7416786604703 -27.5846641977133,-60.7414817206414 -27.584500681499,-60.741319501195 -27.5844504746452,-60.7410263308312 -27.5843235857544,-60.7408411878585 -27.5842499759502,-60.7406730663796 -27.5841777537274,-60.7405528818085 -27.5841169295147,-60.7404851277292 -27.5839879148471,-60.7405671612832 -27.583882622427,-60.7405984586473 -27.583672640798,-60.7405967471381 -27.5835109945892,-60.7405634247981 -27.5833434941814,-60.7403122784963 -27.5832748019401,-60.7401538532054 -27.5833967099349,-60.7401437678584 -27.5834684488273,-60.7401534532332 -27.5837313941594,-60.7401975311062 -27.5839835667457,-60.7402134788374 -27.5841861641204,-60.740441359311 -27.5841991238595,-60.7405370583711 -27.5842286936305,-60.7406956151645 -27.5843752712919,-60.7408098085233 -27.5844289360698,-60.7409053256193 -27.5845111557258,-60.7415237158682 -27.5847423836671,-60.7421885558024 -27.5850540539283)))","76",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.7393650974475 -27.5857678609623,-60.7393093407332 -27.5852274270196,-60.7390408198226 -27.5851938335803,-60.7388705976755 -27.5852258333977,-60.7389240042039 -27.5858003659848,-60.7389031489062 -27.5858791834621,-60.7388954020017 -27.5865442244363,-60.7395915537176 -27.5865541628121,-60.7396693827381 -27.5864556479523,-60.7397001315356 -27.5858679668579,-60.739640825649 -27.5858070741248,-60.739540957692 -27.5857795055563,-60.7393650974475 -27.5857678609623)))","77",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.7334608528224 -27.584597326806,-60.7333281873469 -27.5844885744342,-60.7329451393693 -27.5845018236768,-60.732548757761 -27.5845067978785,-60.7324418285049 -27.5845053811567,-60.73242172518 -27.5846172910428,-60.7323871281037 -27.5846783768414,-60.7324040821317 -27.5849839026397,-60.7324187911252 -27.5852561123589,-60.7324782685851 -27.5854449289109,-60.7326002699232 -27.5855294500222,-60.7329749809224 -27.585533041984,-60.7333193558362 -27.585531016165,-60.7334903935497 -27.5854214157811,-60.7334781042171 -27.5851319952567,-60.7335264939734 -27.584809783458,-60.7334608528224 -27.584597326806)))","78",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.7371788884127 -27.5693871853822,-60.7371487232966 -27.5693721861508,-60.7371085011914 -27.5693646001222,-60.7370665868372 -27.5693609293785,-60.7370202576245 -27.5693433455875,-60.7369856756997 -27.5693268462534,-60.7369395355982 -27.5693019313384,-60.736887000822 -27.5693028412453,-60.7368668868441 -27.5693176676619,-60.7368668809934 -27.5693549065188,-60.7368646175103 -27.5694056410386,-60.736868839357 -27.5694517110698,-60.7368879999782 -27.5695231919496,-60.736901151948 -27.5695561836412,-60.7369329128074 -27.5695833460451,-60.7369980400209 -27.5695877694211,-60.7370922074349 -27.5695891139784,-60.7371448367667 -27.5695845385241,-60.7371831833623 -27.5695661321406,-60.7372009086009 -27.5695020286257,-60.7372013409269 -27.5694420883548,-60.7371788884127 -27.5693871853822)))","79",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.0282782920384 -26.9237225866954,-60.0282418640447 -26.9237170617982,-60.0281901694779 -26.923736440876,-60.0281119801949 -26.9237622356975,-60.0280635967206 -26.9237855949809,-60.0280369541465 -26.9238167881805,-60.028042417372 -26.9238699384454,-60.0280640044384 -26.9239408072023,-60.028107332405 -26.9240195098217,-60.0281587252799 -26.924087942959,-60.0282111292564 -26.9241359637128,-60.028227678743 -26.9241941220335,-60.0282200394804 -26.9242448312701,-60.0281900798378 -26.924310301426,-60.0281679013398 -26.9243385422931,-60.028133915219 -26.9243708898483,-60.0281179272841 -26.9244049085693,-60.0281252648549 -26.9244420112957,-60.0281601082432 -26.9244522860189,-60.0282385812901 -26.9244534511831,-60.0283317414303 -26.9244523073319,-60.0284447741017 -26.9244367873928,-60.0285343393856 -26.9244047035182,-60.0286090756941 -26.9243614487288,-60.0286653821948 -26.9243143402311,-60.0286214747485 -26.9242582326579,-60.0285160813398 -26.9242230433979,-60.0284282544951 -26.9241873427874,-60.0283761402585 -26.9241280246239,-60.0283809060264 -26.9240372602932,-60.0283987683063 -26.9239871941352,-60.0283789137033 -26.9238867980898,-60.0283541634024 -26.9237871716313,-60.0282782920384 -26.9237225866954)))","80",Chaco,25 de Mayo,Machagai,Espejo
"MULTIPOLYGON (((-59.0000174409607 -27.4219428816724,-58.999969483599 -27.4219446698217,-58.9998924846141 -27.4220110411695,-58.9998342279373 -27.4220744790339,-58.9997746809864 -27.4221638492363,-58.9997412253712 -27.4222548535672,-58.9997108934739 -27.4223453689172,-58.9996208411952 -27.4224595259125,-58.999580225235 -27.4225144846481,-58.9995438345843 -27.422574499888,-58.9995041391591 -27.4226178787933,-58.9994736262052 -27.4226912686502,-58.9994589205241 -27.4227307362747,-58.9994644208557 -27.4228070662499,-58.9994307841839 -27.4228809448847,-58.999395864864 -27.4229321528944,-58.9993642579446 -27.4229513943774,-58.9993337449908 -27.4230247840127,-58.9993690111719 -27.4231050317753,-58.9993557615694 -27.4232328975532,-58.9992971351534 -27.4233106871175,-58.9992544894407 -27.4234202822926,-58.9991835492093 -27.4235171523988,-58.999062448433 -27.423604719773,-58.9989459427055 -27.4236829912065,-58.9988378952231 -27.4237227731282,-58.9987157004813 -27.4237561925691,-58.9986644230929 -27.4238385493391,-58.9989020143447 -27.4237699156083,-58.9990400163591 -27.4237025742866,-58.999266418265 -27.4235127590599,-58.9994123429808 -27.4233069501522,-58.999521877046 -27.423161155782,-58.9996018263183 -27.4230285683712,-58.9996803042599 -27.4229047878351,-58.9997959047045 -27.4227408899377,-58.9998644683223 -27.4225672001576,-58.9999435123118 -27.4223489858175,-59.0000096916899 -27.4221470792272,-59.0000569324514 -27.4220281867779,-59.0000694349495 -27.4219776279696,-59.0000174409607 -27.4219428816724)))","81",Chaco,San Fernando,Resistencia,Pantano
"MULTIPOLYGON (((-58.9635482197432 -27.5049077724125,-58.9635182679548 -27.5049058978225,-58.9634832508345 -27.5049231805188,-58.9634711799774 -27.5049591749391,-58.9634516012641 -27.5049871610173,-58.9633755731641 -27.5050436524462,-58.9633455122003 -27.5050654071537,-58.9633237594111 -27.5051029157496,-58.9633058679745 -27.505131949696,-58.9632948087832 -27.5051730329814,-58.9633133653255 -27.5052068608771,-58.9633464317475 -27.5052541609207,-58.9633840541668 -27.5053020601894,-58.9634351783017 -27.5053360417391,-58.963476008998 -27.5053703213479,-58.9635419825689 -27.5054046040519,-58.9635990970616 -27.5054389604861,-58.9636588308601 -27.5054492951273,-58.9637181056476 -27.5054275628133,-58.9637820248232 -27.5053808360896,-58.9638152732795 -27.5053434973879,-58.9638799096353 -27.505296658464,-58.9639094483588 -27.5052425187362,-58.9638830045856 -27.5051987741872,-58.9638499779819 -27.5051665534632,-58.9636755172442 -27.5050347840734,-58.9636233018071 -27.5049655547536,-58.9635848339985 -27.5049282818873,-58.9635482197432 -27.5049077724125)))","82",Chaco,San Fernando,Barranqueras,Pantano
"MULTIPOLYGON (((-64.4645660051136 -23.6466660395934,-64.4644196861201 -23.6466321407983,-64.4643219011521 -23.646660926432,-64.464221330065 -23.6467699652071,-64.4641587851329 -23.6468765736128,-64.4642647522079 -23.6470060724561,-64.4644621520442 -23.6474113021168,-64.4650192066603 -23.6488625697247,-64.4654028032653 -23.6501995185274,-64.4653816952312 -23.6509456626291,-64.4653425769112 -23.6512897409344,-64.4654067726248 -23.6517284804816,-64.4658377980246 -23.6523046857558,-64.4662989432217 -23.6524269194584,-64.4680414449604 -23.6517134009185,-64.4679263321489 -23.6510019705601,-64.4673584878068 -23.649923642448,-64.4671351771183 -23.6492984030947,-64.4666798475894 -23.6489637251262,-64.466156356436 -23.6483708250919,-64.4659386702382 -23.6479345956874,-64.4658379182021 -23.6476391144988,-64.4651709691597 -23.6470667986475,-64.4648244232748 -23.6467876174485,-64.4645660051136 -23.6466660395934)))","83",Jujuy,Ledesma,Yuto,Sin datos
"MULTIPOLYGON (((-69.2038270813604 -51.6433030244086,-69.2038270813604 -51.6433030244086,-69.2038673295737 -51.6432613883258,-69.2039228443508 -51.6432461217621,-69.2039228443508 -51.6432128128959,-69.2038270813604 -51.6431753404214,-69.2038270813604 -51.6431559102495,-69.203806263319 -51.6431212135138,-69.2037618514973 -51.6431003954724,-69.2037354819782 -51.6430809653005,-69.2037049488509 -51.6430559836508,-69.2036605370292 -51.6430171233069,-69.2036258402936 -51.6430074082209,-69.2036216766853 -51.6429740993547,-69.2035661619083 -51.6429629963992,-69.2035245258255 -51.6429463419661,-69.2034509687459 -51.6429102573611,-69.2033912903606 -51.6428866635808,-69.2033524300167 -51.6428797242337,-69.2032802608065 -51.6428602940617,-69.2031942129021 -51.642845027498,-69.2031359223862 -51.6428505789757,-69.2030998377811 -51.6428408638898,-69.2030540380901 -51.6428422517592,-69.2030332200487 -51.6428519668452,-69.2030054626602 -51.6428616819311,-69.2029693780551 -51.6428505789757,-69.202923578364 -51.6428561304534,-69.2028750029341 -51.6428727848866,-69.2028292032431 -51.6428672334089,-69.2027681369883 -51.6428797242337,-69.2027389917304 -51.6428936029279,-69.202698743517 -51.6429033180139,-69.2026487802177 -51.6429144209693,-69.2026113077432 -51.6429282996636,-69.2025516293579 -51.6429435662273,-69.2025099932751 -51.6429546691827,-69.2024766844089 -51.6429602206604,-69.2024766844089 -51.6429602206604,-69.202464193584 -51.6429782629629,-69.2023545518994 -51.6430296141317,-69.2023170794249 -51.6430754138227,-69.2023059764695 -51.6430920682559,-69.2022574010395 -51.6431614617272,-69.2022768312115 -51.6432336309373,-69.2023045886 -51.6432627761953,-69.2023517761605 -51.643278042759,-69.2023767578102 -51.6432988608003,-69.2024475391509 -51.6433196788417,-69.2024988903197 -51.6433307817971,-69.202539138533 -51.6433391090137,-69.2025891018324 -51.6433391090137,-69.2026349015234 -51.6433529877079,-69.2026654346508 -51.6433627027939,-69.2027070707336 -51.6433627027939,-69.2027265009055 -51.6433543755774,-69.2027584219023 -51.6433557634468,-69.2028042215934 -51.6433710300105,-69.2028638999787 -51.6433710300105,-69.202913863278 -51.6433710300105,-69.2029360691889 -51.6433627027939,-69.2029971354436 -51.6433599270551,-69.2030526502206 -51.6433682542716,-69.2031192679531 -51.643379357227,-69.2031914371633 -51.6433654785328,-69.2032414004626 -51.6433654785328,-69.2033135696727 -51.6433654785328,-69.2033663087109 -51.6433571513162,-69.2034329264434 -51.6433377211443,-69.2035370166503 -51.6433196788417,-69.2036168191423 -51.6433051062128,-69.2036758035929 -51.64332384245,-69.2037445031295 -51.6433300878624,-69.2037833634734 -51.64332384245,-69.2038270813604 -51.6433030244086)))","84",Santa Cruz,Gür Aike,Río Gallegos,Sin datos
"MULTIPOLYGON (((-69.2373962347198 -51.6484033547526,-69.2373696553723 -51.6484024054902,-69.2389985896683 -51.6485466933765,-69.2400959370145 -51.6486302284686,-69.2411894873111 -51.6487251547097,-69.2420286352818 -51.6487897045536,-69.2433082410108 -51.6489112101421,-69.2436651636771 -51.6489112101421,-69.2440600568397 -51.6489036160428,-69.2445005145981 -51.6488656455464,-69.2451156366399 -51.6488542543975,-69.2452561274766 -51.6488542543975,-69.2456206442422 -51.6486568078161,-69.2457003822846 -51.6486074461708,-69.24574974393 -51.6485163169794,-69.2457573380293 -51.6484099995895,-69.2457269616321 -51.6482391323556,-69.2457611350789 -51.648140409065,-69.2458294819724 -51.64808725037,-69.2459206111638 -51.6480416857743,-69.2460573049509 -51.6480189034764,-69.2462623456315 -51.6480037152779,-69.2465585155035 -51.6479961211786,-69.2470331467086 -51.6479505565829,-69.2472875490346 -51.6479087890369,-69.2474546192188 -51.6478024716469,-69.2475571395591 -51.6477113424555,-69.247822933034 -51.647642995562,-69.2478950769771 -51.6475708516188,-69.2479216563246 -51.6474835194771,-69.2478988740268 -51.6474075784842,-69.2496645021098 -51.6472518994489,-69.2497556313012 -51.6472291171511,-69.2515554328311 -51.6470126853216,-69.2516769384196 -51.647039264669,-69.2518250233556 -51.6471076115626,-69.2519085584477 -51.6471645673072,-69.2521439755254 -51.647187349605,-69.2524439424471 -51.6472405083,-69.2528502267586 -51.6472784787964,-69.2530856438364 -51.6473126522432,-69.2530628615385 -51.6475328811224,-69.2541032531402 -51.6475746486684,-69.2541070501898 -51.6473430286403,-69.2541032531402 -51.6470497065556,-69.2541886867571 -51.6470648947541,-69.2542646277499 -51.647108560825,-69.2543956259625 -51.6470762859031,-69.2543918289129 -51.646992750811,-69.2544411905582 -51.6469756640876,-69.2544696684305 -51.6469244039174,-69.2546044636928 -51.6468959260451,-69.2546728105863 -51.6468579555487,-69.2547031869835 -51.6467924564424,-69.2547221722317 -51.6467317036482,-69.2547525486288 -51.646696580939,-69.2548360837209 -51.6466737986411,-69.2548702571677 -51.6466187414213,-69.2548911409407 -51.6465579886271,-69.2548550689691 -51.6465333078044,-69.2546804046856 -51.646495337308,-69.2546728105863 -51.6464307874641,-69.2547601427281 -51.6463947154925,-69.2548645615932 -51.6464042081166,-69.2550715007986 -51.6463738317195,-69.2550715007986 -51.6462333408828,-69.2548873438911 -51.6462162541594,-69.2547620412529 -51.6462599202303,-69.2545854784446 -51.6462542246558,-69.2544297994093 -51.646194421124,-69.2543652495654 -51.6461887255495,-69.2543291775938 -51.6462039137481,-69.2542722218492 -51.6462228989963,-69.2542228602039 -51.6462304930955,-69.2541981793812 -51.6462589709679,-69.254126035438 -51.6462950429394,-69.2540994560905 -51.6462988399891,-69.2539988342751 -51.6462988399891,-69.2539077050837 -51.646289347365,-69.2538678360624 -51.6462760576912,-69.2538431552398 -51.6462399857196,-69.2537937935944 -51.6462380871948,-69.2537311422754 -51.6462665650671,-69.2536134337365 -51.6462627680175,-69.2535204060203 -51.6462627680175,-69.2534292768289 -51.646215304897,-69.2533096697652 -51.6461716388261,-69.253237525822 -51.646141262429,-69.2532033523753 -51.6460919007837,-69.2531444981058 -51.6460691184858,-69.2530761512123 -51.6460691184858,-69.2530059057939 -51.6460843066844,-69.25294135595 -51.6461298712801,-69.2528768061061 -51.6460843066844,-69.2522844663621 -51.6460994948829,-69.2522616840643 -51.6458488896066,-69.2512744511576 -51.6458640778052,-69.2510010635835 -51.645886860103,-69.2502416536553 -51.6459020483016,-69.2487683983946 -51.6458944542023,-69.2483697081823 -51.6457539633656,-69.2477052244951 -51.6455223433375,-69.247515372013 -51.6454805757914,-69.2472229991907 -51.6454388082454,-69.2469685968647 -51.645442605295,-69.2466610358438 -51.645537531536,-69.2463610689222 -51.6455527197346,-69.2460231315041 -51.6455527197346,-69.2453852271644 -51.6456552400749,-69.2449067989097 -51.6457615574649,-69.2446865700305 -51.6458412955073,-69.2445422821441 -51.6459552069966,-69.2440714479886 -51.6461564506275,-69.2438208427123 -51.6462855503153,-69.2436158020317 -51.6463652883578,-69.2436158020317 -51.6463652883578,-69.2431677501741 -51.6464716057477,-69.2428070304582 -51.6465513437902,-69.2424994694373 -51.6466481685561,-69.2423456889268 -51.6466918346269,-69.2421710246433 -51.6467203124992,-69.2420305338066 -51.6467392977474,-69.2419621869131 -51.6467506888964,-69.2417058860623 -51.646754485946,-69.241455280786 -51.6467487903715,-69.2411230389424 -51.6467411962723,-69.240821173496 -51.6467430947971,-69.240821173496 -51.6467430947971,-69.2406370165884 -51.6466671538043,-69.2404623523049 -51.6465988069107,-69.2403579334398 -51.6465722275632,-69.2402857894966 -51.646532358542,-69.2402687027732 -51.6465095762442,-69.2402516160498 -51.6464810983719,-69.2402478190002 -51.6464507219747,-69.2401794721066 -51.6464298382017,-69.2401794721066 -51.6464298382017,-69.2400731547167 -51.6464013603294,-69.239900388958 -51.6463576942585,-69.239847230263 -51.6463330134359,-69.2397769848447 -51.646289347365,-69.2383948587753 -51.6460425391383,-69.2381100800523 -51.646088103734,-69.2375898842514 -51.6461754358757,-69.2375898842514 -51.6461754358757,-69.2374190170176 -51.6462247975211,-69.2373582642233 -51.6462210004714,-69.2362571198275 -51.6465133732938,-69.2362153522814 -51.6465551408398,-69.2373962347198 -51.6484033547526)))","85",Santa Cruz,Güer Aike,Río Gallegos,Laguna
"MULTIPOLYGON (((-63.8600078142429 -27.7228508878279,-63.8599722714791 -27.7228494982851,-63.8599448846065 -27.7228693818587,-63.8599284580495 -27.7228459310414,-63.8599051010127 -27.7228270306083,-63.8598971607545 -27.7228560190687,-63.8598607229871 -27.7228599721784,-63.8598200397508 -27.7228524477188,-63.8597906472379 -27.7228327550222,-63.8597443737079 -27.72283650904,-63.8596840189466 -27.7228285863932,-63.85966189196 -27.7228060253252,-63.8596361895976 -27.7227753507217,-63.859597851687 -27.7227796004205,-63.8595838759526 -27.7228077966286,-63.8595855465463 -27.722845690885,-63.8595678853003 -27.7228553848332,-63.8595906823799 -27.7228813099347,-63.8595755867313 -27.7229235554581,-63.8595532301952 -27.7229391852194,-63.8595598209896 -27.7229624369241,-63.8595506506812 -27.7229950859742,-63.8595101923556 -27.7229788548371,-63.8595118629493 -27.723016749034,-63.8595262745883 -27.723059591782,-63.8595107337572 -27.7230897665216,-63.8594957528833 -27.7231129165949,-63.8594758564476 -27.7231212250865,-63.8594789820021 -27.7231467519404,-63.8594745069838 -27.7231734651284,-63.8594616465249 -27.7232170959704,-63.8594487907048 -27.7232312427652,-63.8594539311773 -27.7232373776609,-63.8594169334527 -27.7232483554065,-63.8593990472961 -27.7232667559834,-63.8594078732802 -27.7232913930491,-63.859408093552 -27.7233121704024,-63.8594075289559 -27.7233486790534,-63.8593893077528 -27.723365397599,-63.8593771220257 -27.7233829084028,-63.8593969036867 -27.7233936952547,-63.8594128850613 -27.7234050752743,-63.8594063997639 -27.7234216963187,-63.8594384772878 -27.7234253610363,-63.8594597139096 -27.7234237806219,-63.8594644045608 -27.7234473288075,-63.8594921218411 -27.7234586113289,-63.8595231942254 -27.7234572300066,-63.8595216244899 -27.7234886925718,-63.8595670030162 -27.723490281198,-63.8596094762598 -27.723487120371,-63.8596412187372 -27.723489103074,-63.8596816770628 -27.7235053341351,-63.8597362212586 -27.7235037578282,-63.8597608129844 -27.7234895135762,-63.8597830593846 -27.723463495233,-63.8597861942169 -27.7234300540629,-63.8597730079892 -27.7234130348364,-63.8598068755204 -27.7234060143037,-63.859835042622 -27.7233998835238,-63.8598530435534 -27.7233623876437,-63.8598486925876 -27.7233110374463,-63.8598661335618 -27.7232805661832,-63.8598321605336 -27.7232477140203,-63.8598430107135 -27.7231939910891,-63.8598807933058 -27.7231672820124,-63.859896329498 -27.7231665913494,-63.859902369613 -27.7231378995568,-63.8599272963854 -27.7231253372749,-63.8599470780463 -27.7231361241523,-63.8599764751981 -27.7231263327361,-63.8600109026865 -27.723112287527,-63.8599768148835 -27.7230985306885,-63.8599693290854 -27.7230806216545,-63.8599695586349 -27.7230424308944,-63.8599541372175 -27.7230240261732,-63.8599920299458 -27.7230077057601,-63.8600080113203 -27.72301908582,-63.8600342829176 -27.7229837675072,-63.8599991899751 -27.7229649645911,-63.8599711422871 -27.7229225158848,-63.8599853429321 -27.7228856130121,-63.8600296015441 -27.7229012509916,-63.8600483734267 -27.7229364759443,-63.8600592096899 -27.7229712052077,-63.8600994477438 -27.7229666589307,-63.860094422046 -27.7229414286204,-63.8600507233912 -27.7229187659763,-63.8600306113225 -27.7228768129304,-63.8600033438635 -27.7228481169551,-63.8600078142429 -27.7228508878279)))","86",Santiago del Estero,Robles,Colonia El Simbolar,Laguna
"MULTIPOLYGON (((-65.5959622273306 -24.9803167358288,-65.5960263352945 -24.9802555655696,-65.5960655619245 -24.9801684169501,-65.5960814168401 -24.9800460620686,-65.5961204498774 -24.9799918949855,-65.5961310250374 -24.9798763748549,-65.5961204811753 -24.9797881943438,-65.5960988126729 -24.9797107784388,-65.5961306847988 -24.9796367870476,-65.5961105259158 -24.9795501431633,-65.5960852730454 -24.9794882776799,-65.5959770615304 -24.9794756181312,-65.5959215700831 -24.9794388056047,-65.5959024175288 -24.9793976826701,-65.595869264334 -24.9793737751753,-65.5958466396047 -24.9793848802024,-65.5958029926497 -24.9794068341201,-65.5957827271897 -24.9794003377235,-65.5957407311363 -24.9794137900465,-65.5957094378324 -24.979401567427,-65.595656770075 -24.9793920122718,-65.5956207873219 -24.9793790414121,-65.5955677886018 -24.9793762791117,-65.5955152098162 -24.9794011584029,-65.5954769103237 -24.9794357375243,-65.5954095142494 -24.9794247920275,-65.5953856382662 -24.979450700275,-65.5953913137573 -24.9794756296281,-65.5953994858878 -24.9795091465308,-65.5953901737184 -24.9795334758639,-65.5953496630852 -24.9795418230127,-65.5953223034428 -24.9795413282491,-65.5952785557791 -24.9796052356772,-65.5952481932725 -24.9796699992125,-65.5952728810137 -24.9797289594027,-65.5952434629973 -24.9797815898059,-65.5951950085318 -24.9798043120506,-65.5951363660917 -24.9798765910632,-65.595129762485 -24.9799105972994,-65.5951714429721 -24.9799571059326,-65.5952756675373 -24.9799981112529,-65.5953160087768 -24.9800186231024,-65.5953635109277 -24.9800589590442,-65.595360112328 -24.980092452966,-65.5955286460218 -24.9801433993097,-65.5955742670169 -24.9801570762245,-65.5956132922297 -24.980153834252,-65.5957024594712 -24.9801875107234,-65.5957195199242 -24.9801945193419,-65.5957333511711 -24.9802061629266,-65.5957362716574 -24.9802169293247,-65.5957394717741 -24.980248245198,-65.5957585334003 -24.9802676649002,-65.5957851372551 -24.9802791392011,-65.595805940711 -24.9803117603112,-65.5958883950871 -24.9803236688818,-65.5959622273306 -24.9803167358288)))","87",Salta,Rosario de Lerma,Rosario de Lerma,Laguna
"MULTIPOLYGON (((-65.390913 -24.720277,-65.3913596061502 -24.720316892123,-65.393424 -24.720002,-65.393359 -24.719269,-65.3931564606149 -24.717110460615,-65.3913773612891 -24.7172693236309,-65.3906414270749 -24.7174321235773,-65.390035 -24.717613,-65.3895797301051 -24.7177036019768,-65.3893239408376 -24.717845996368,-65.3890235853936 -24.7178472936191,-65.3886296302864 -24.7179416014111,-65.388263581765 -24.7181796742804,-65.3881969230662 -24.7183229822177,-65.3881905245134 -24.7185112507995,-65.3883198574112 -24.718646571702,-65.3893893695501 -24.7193334642979,-65.3905877724477 -24.7198436742822,-65.390913 -24.720277)))","88",Salta,Capital,Salta Capital,Laguna
"MULTIPOLYGON (((-58.6913189504314 -34.4015683065393,-58.6901358414173 -34.4001704215113,-58.6875928934121 -34.4016370348638,-58.6881181741776 -34.4022703172821,-58.6882114483323 -34.4022997722783,-58.6882507216605 -34.4022899539462,-58.6897185623045 -34.4016223073657,-58.690238933904 -34.4022408622859,-58.6913189504314 -34.4015683065393)))","89",Buenos Aires,Tigre,Benavidez,Laguna
"MULTIPOLYGON (((-58.6820749907906 -34.4026765507713,-58.6833550558338 -34.4020248589804,-58.6846707123307 -34.4013130299056,-58.6846854398288 -34.4012737565773,-58.6846216206704 -34.4010332074417,-58.6844497998592 -34.4008417499664,-58.6842239782217 -34.400635564993,-58.6840521574105 -34.4006895658193,-58.6838361541051 -34.4006748383212,-58.683536694977 -34.4008908416267,-58.6829966867134 -34.4010626624379,-58.681687166674 -34.4015081692554,-58.6814171625422 -34.401596534244,-58.6813287975536 -34.4017143542288,-58.6813189792215 -34.4018665383758,-58.6814417083723 -34.4020972691794,-58.6813386158856 -34.402332909149,-58.6818246233229 -34.4026470957751,-58.6819571708058 -34.4026127316129,-58.6820749907906 -34.4026765507713)))","90",Buenos Aires,Tigre,Benavidez,Laguna
