WKT,id,provincia,departamen,localidad,tipo
"MULTIPOLYGON (((-59.0343788566577 -27.406106883544,-59.0343089288416 -27.4060654971625,-59.0341957123775 -27.4060507163082,-59.0340458670573 -27.4060300231089,-59.0339160011132 -27.4060507163082,-59.033759496001 -27.4060773218445,-59.0336429496409 -27.406112795883,-59.0335030940087 -27.4061778315905,-59.0333965373366 -27.4062044370962,-59.0333099600405 -27.4062162617633,-59.0332433621204 -27.4061689630872,-59.0331667745124 -27.4061600945832,-59.0330302487762 -27.4062073932631,-59.0329503312721 -27.406272428915,-59.0329103725201 -27.4063552015075,-59.0328903931441 -27.4064320617164,-59.0328903931441 -27.4065118780306,-59.0329270220001 -27.4066005627566,-59.0329869601282 -27.4066655981771,-59.0331567848244 -27.4066892474114,-59.0332933105605 -27.4066626420225,-59.0333965373366 -27.4066271681605,-59.0335297331768 -27.4066242120049,-59.0336762486009 -27.4066419489377,-59.033786135169 -27.4066449050929,-59.0339160011132 -27.4066449050929,-59.0340059083053 -27.4066123873814,-59.0340658464333 -27.4066153435374,-59.0341724031055 -27.4066035189129,-59.0342589804015 -27.4065621327174,-59.0343089288416 -27.406485272599,-59.0343888463457 -27.4064291055555,-59.0344920731218 -27.4063818069705,-59.0345553411459 -27.4063818069705,-59.0346252689619 -27.4063847631326,-59.034688536986 -27.4063345083652,-59.03466855761 -27.4062694727498,-59.0346086194819 -27.4061807877581,-59.0345287019778 -27.406112795883,-59.0343788566577 -27.406106883544)))","53",Chaco,San Fernando,Resistencia,Pantano
"MULTIPOLYGON (((-59.0262114679921 -27.4195542146456,-59.0259455020942 -27.4196958666527,-59.0257593259656 -27.4198689966369,-59.0254756290078 -27.4200342568232,-59.0252451252296 -27.4201522996619,-59.0248639074425 -27.420215255791,-59.0244738241256 -27.4202231253046,-59.0241457995181 -27.4201208215839,-59.0238886991501 -27.4199004747867,-59.0238266404406 -27.4197037362034,-59.0237911783208 -27.4195148668336,-59.0236581953719 -27.419381084168,-59.0234099605338 -27.4192236925892,-59.0231883222855 -27.4191056487579,-59.023126263576 -27.419388953741,-59.0233213052345 -27.4198768661752,-59.0235606745426 -27.4202073862769,-59.0240216820991 -27.4204592104523,-59.024420630946 -27.4206402087237,-59.0248550419126 -27.4207425119633,-59.0253515115888 -27.4208212066985,-59.0258213846751 -27.4207425119633,-59.0262646611717 -27.4206795561348,-59.0265749547193 -27.4205300358982,-59.0268054584975 -27.4203332984364,-59.026876382737 -27.4202388643302,-59.0262114679921 -27.4195542146456)))","54",Chaco,San Fernando,San Fernando,Pantano
"MULTIPOLYGON (((-59.0201141475552 -27.4269662079102,-59.0198247534369 -27.4268620730605,-59.0196605027211 -27.4268551307337,-59.0193867515281 -27.4269245539821,-59.0191521076485 -27.4269592655899,-59.0188548920675 -27.4269592655899,-59.0184247116214 -27.4268898423633,-59.0179241380114 -27.4267162841059,-59.0176582082811 -27.4264594173841,-59.0174392073268 -27.42628585845,-59.017274956611 -27.4260984144948,-59.017024669806 -27.4258415463356,-59.016750918613 -27.4256193896079,-59.0165162747334 -27.4254527717688,-59.0162816308537 -27.4253139233775,-59.016070451362 -27.425369462755,-59.015820164557 -27.4255430231295,-59.0157575928557 -27.4257443528222,-59.0157654143184 -27.4259873364452,-59.0158436289449 -27.4262372618996,-59.0160078796607 -27.426452475032,-59.0162816308537 -27.4265774373035,-59.0166179537479 -27.4268273614221,-59.0170403127313 -27.4270772849749,-59.0173140639243 -27.42727861187,-59.0176816726691 -27.4274313423731,-59.0179867097127 -27.4275840726649,-59.0184403545468 -27.4276882068336,-59.0187844989036 -27.4277159759287,-59.0192146793497 -27.4276396109004,-59.019527537856 -27.4275354766859,-59.0198482178249 -27.4273966309137,-59.0200672187792 -27.4273063810681,-59.0201512995028 -27.4272525782404,-59.0202216926667 -27.4271380301975,-59.020225603398 -27.4270477801405,-59.0201141475552 -27.4269662079102)))","55",Chaco,San Fernando,San Fernando,Pantano
"MULTIPOLYGON (((-60.6467672273542 -25.9522624611276,-60.6466695933321 -25.9522456780294,-60.6465690877212 -25.9522560060901,-60.6464757610824 -25.9522585881051,-60.6464140219214 -25.952306355373,-60.6463838702381 -25.9523683236916,-60.6463838702381 -25.9524277099663,-60.6464168935103 -25.9525154983176,-60.6464570957547 -25.9525593924687,-60.6465188349157 -25.9525865035538,-60.6465604729545 -25.9526058686108,-60.6466279552933 -25.9526239426611,-60.6466839512765 -25.9526123236291,-60.6467543052042 -25.95257230251,-60.6467844568875 -25.9525193713316,-60.6468103011874 -25.9524160909149,-60.6468232233374 -25.9523425035628,-60.6467672273542 -25.9522624611276)))","56",Chaco,General Güemes,Juan José Castelli,Pantano
"MULTIPOLYGON (((-60.4590247331763 -26.8123373668257,-60.4588425436331 -26.8122262756408,-60.4586292485581 -26.8122529375252,-60.4584737208993 -26.8123951342418,-60.4582648694717 -26.8124751198949,-60.4581404473446 -26.8125639928429,-60.4580109946734 -26.8125767319219,-60.4579492866643 -26.8126150439747,-60.4579130667459 -26.8126389890012,-60.4579117252674 -26.8126725120297,-60.4579533110996 -26.8126892735402,-60.4579849196858 -26.8126884149699,-60.4580471307493 -26.8128750481605,-60.4580847759886 -26.8129083702001,-60.4581102640793 -26.8129610491153,-60.4581315600498 -26.8130283539957,-60.4582497778391 -26.813086760064,-60.4583919745557 -26.8131274664366,-60.4585449031001 -26.8130771820919,-60.4586924657305 -26.812981402326,-60.4588641749733 -26.812940695901,-60.4589795421208 -26.8128975949645,-60.4590895433544 -26.8128353380272,-60.4591861298034 -26.8127826590536,-60.4591919481754 -26.812575264096,-60.4590247331763 -26.8123373668257)))","57",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,Pantano
"MULTIPOLYGON (((-60.4160147324857 -26.7836204704242,-60.416036200199 -26.7837546221443,-60.416087722711 -26.7839347684905,-60.4161778871069 -26.7841839065832,-60.4163195740148 -26.7843947153114,-60.416508489892 -26.7846936797456,-60.416619985374 -26.7850140733015,-60.4166694977419 -26.7851018799128,-60.4167446347385 -26.7852781912682,-60.4167703959945 -26.7854966636547,-60.4167317541105 -26.785649977359,-60.4167446347385 -26.7858262878629,-60.4168777188434 -26.7859955788427,-60.416993660213 -26.7860677561521,-60.4172899146567 -26.7860639233261,-60.4174461447144 -26.7860220583088,-60.417562654365 -26.7859779258654,-60.4176332662744 -26.7860732519431,-60.4176183706705 -26.7861827408712,-60.4177321495511 -26.7863494685069,-60.4178824235443 -26.7863858802568,-60.4180498717082 -26.7863283880147,-60.4180906603635 -26.7862153198537,-60.4179616116533 -26.7859390893152,-60.4178824235443 -26.7857572968288,-60.4177922591484 -26.7855043293448,-60.4177192689231 -26.7852858569731,-60.4176544498472 -26.785151766525,-60.4175908991287 -26.7849928897287,-60.4173800790527 -26.7845825263941,-60.4173543492321 -26.7844703615989,-60.4173070888274 -26.7843257234071,-60.4172383921448 -26.7841532434628,-60.4171611083769 -26.7839845961528,-60.4170924116942 -26.7838542776052,-60.417032302097 -26.783727791813,-60.4169378441584 -26.7835323134932,-60.4168176987204 -26.7833794075981,-60.4160147324857 -26.7836204704242)))","58",Chaco,Comandante Fernández,Presidencia Roque Sáenz Peña,Pantano
"MULTIPOLYGON (((-58.9433447878609 -27.5193999149855,-58.942133 -27.51955,-58.942010789469 -27.5202977711728,-58.9417844861704 -27.5208787330347,-58.9410431004512 -27.5219314226331,-58.9408078087763 -27.5224631588763,-58.9398787741819 -27.5237729336682,-58.9400693453807 -27.524058124498,-58.9406291482773 -27.5245862537109,-58.9411293976743 -27.5250615678336,-58.9416534684711 -27.5253784427738,-58.9420941643685 -27.5253150678588,-58.942499128166 -27.5251355054013,-58.9427730742644 -27.5248714424311,-58.9431899487618 -27.5245651285911,-58.9436068232593 -27.523952498351,-58.9436782874589 -27.5236567445996,-58.9436306446592 -27.5234032407509,-58.9435234483598 -27.5229490448937,-58.9433805199607 -27.5226744139303,-58.9433447878609 -27.5221568383272,-58.9432495022615 -27.5216392602878,-58.9432018594618 -27.5212273086787,-58.9430470203627 -27.5208681701192,-58.9427968956642 -27.5203928378693,-58.942832627764 -27.5201815784321,-58.9430470203627 -27.5201393264959,-58.9431899487618 -27.5201393264959,-58.9434400734603 -27.5204034008305,-58.9437973944582 -27.5206252227815,-58.9442500010554 -27.5210266137459,-58.9448336253519 -27.5211744942582,-58.9452266784495 -27.5210371766462,-58.9457269278465 -27.5206040969007,-58.9461080702442 -27.5203083341431,-58.9465249447416 -27.5200970745435,-58.9468941764394 -27.5198329994734,-58.9469179978393 -27.5196006128871,-58.946632141041 -27.5194210410977,-58.9455720887474 -27.5193787888693,-58.9443333759549 -27.519389351928,-58.9433447878609 -27.5193999149855)))","59",Chaco,San Fernando,Puerto Vilelas,Pantano
"MULTIPOLYGON (((-58.962797354326 -27.4893423632019,-58.9624722522511 -27.4892146444651,-58.9623735605498 -27.489419612366,-58.962141344782 -27.4893578130391,-58.9621750160683 -27.489173444841,-58.9619205147028 -27.4890208923116,-58.9617837324996 -27.4889416966681,-58.9616769132464 -27.4889293367518,-58.9613982543251 -27.4891888947018,-58.9610545749888 -27.4895020114146,-58.9611242397192 -27.4896173699791,-58.9611567499267 -27.4897533281321,-58.9610731522503 -27.4898934060536,-58.961017420466 -27.4899469652117,-58.9609245341589 -27.4899140057329,-58.9609895545739 -27.4899758047476,-58.9611521056113 -27.4900499635196,-58.9611010181424 -27.4902477200006,-58.9609616886817 -27.4902806793796,-58.9609616886817 -27.4902188805359,-58.9607294729139 -27.4900293638657,-58.960599432084 -27.4899634449475,-58.9605251230383 -27.4900499635196,-58.9604043708391 -27.4900788030285,-58.9603021959013 -27.4901200023139,-58.9602325311709 -27.4902436000775,-58.960599432084 -27.4905731934357,-58.9607248285986 -27.4905731934357,-58.9608502251132 -27.490548473968,-58.9609477557357 -27.4906267522632,-58.9610197426237 -27.4906185124452,-58.9610348366486 -27.4906844309713,-58.9609419503415 -27.4908409873127,-58.9609837491797 -27.490881156338,-58.9610685079349 -27.4909099956293,-58.9611474612959 -27.4908615868147,-58.9614121872712 -27.4905855531674,-58.9612833075201 -27.4904588658513,-58.9613819992214 -27.4903816174163,-58.9614307645326 -27.4902806793796,-58.961471402292 -27.4902096107064,-58.9614261202173 -27.490169441436,-58.9613100123334 -27.4900128841399,-58.9615004292629 -27.4899716848144,-58.9616676246157 -27.4900128841399,-58.9617837324996 -27.489967564881,-58.9619137733296 -27.4900170040716,-58.9620438141595 -27.4897780477783,-58.9624060707572 -27.4898645664961,-58.9625454002179 -27.4899346054083,-58.962768327355 -27.4901570816576,-58.9627451057782 -27.4903053989073,-58.9626475751557 -27.490507274843,-58.9626243535789 -27.4906226323543,-58.9626197092636 -27.4908327475108,-58.9624153593879 -27.490964584267,-58.9622435197198 -27.4909604643708,-58.9620205925827 -27.4909769439548,-58.961867330176 -27.491084061191,-58.961579382624 -27.4914548508192,-58.9620159482674 -27.491879197417,-58.9622806742426 -27.4921181491504,-58.9627869046164 -27.4916031663208,-58.9629030125003 -27.4913848128739,-58.9630284090148 -27.4911170203196,-58.9631816714216 -27.4909810638504,-58.9635903711728 -27.490433116379,-58.9633639607993 -27.489980954664,-58.9632524972308 -27.4895772004927,-58.962797354326 -27.4893423632019)))","60",Chaco,San Fernando,Resistencia,Pantano
"MULTIPOLYGON (((-60.689640014754 -27.5691395014524,-60.6893670606033 -27.569205490368,-60.6894000550611 -27.5696554147922,-60.6892920731993 -27.5697873926233,-60.6890731099795 -27.5698053896002,-60.6890911069565 -27.5700903417356,-60.6895500298692 -27.5700693452624,-60.6897180016542 -27.5699463659198,-60.6897989880505 -27.5699373674313,-60.6898229840199 -27.5700273523162,-60.6899099694085 -27.5700573472778,-60.6909957870189 -27.5699523649121,-60.6908368137224 -27.5697214037077,-60.6905728580602 -27.5694934419995,-60.6904618767022 -27.5694124556031,-60.6903988872828 -27.5694334520762,-60.6903628933289 -27.5699373674313,-60.6901949215439 -27.569949365416,-60.6901919220477 -27.5692954752528,-60.689640014754 -27.5691395014524)))","61",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.6906763406777 -27.5681076747729,-60.690532364862 -27.567551268235,-60.6902729084441 -27.5675557674792,-60.6901769245669 -27.5676562506006,-60.6899774580722 -27.5676742475776,-60.6899176577637 -27.5677170648761,-60.6898379815006 -27.5678317211261,-60.6898109860352 -27.5680506843458,-60.6897419976235 -27.5681376697345,-60.689715002158 -27.5682006591539,-60.689807986539 -27.5682186561309,-60.6898964716758 -27.5681256717499,-60.6899339653778 -27.5681721639404,-60.6898559784776 -27.5682981427791,-60.6899114691566 -27.5683341367331,-60.689863477218 -27.5685995921434,-60.6899024706681 -27.568778062165,-60.6898452381203 -27.5688702330015,-60.6897719925851 -27.5688860440268,-60.6899190562215 -27.5690241376946,-60.6899474631105 -27.5691904928872,-60.6903583940846 -27.5692834772682,-60.6905203668774 -27.5693524656799,-60.690550361839 -27.5692864767643,-60.69019792104 -27.568928036973,-60.6901859230554 -27.5686415850896,-60.6902849064287 -27.568536602724,-60.6902819069326 -27.5683086410157,-60.6907393300971 -27.5682501508406,-60.6908233159897 -27.568184161925,-60.6909792897901 -27.5681571664596,-60.691003203392 -27.5681875727087,-60.6909942872709 -27.568388127664,-60.6910172849894 -27.5686063395361,-60.6912372464599 -27.5688410515844,-60.6912987361312 -27.5694499493051,-60.6914127169854 -27.5694349518243,-60.6916256812128 -27.5693149719779,-60.6917366625708 -27.5692819775201,-60.6917126666015 -27.569021021354,-60.6914157164815 -27.56894603395,-60.6913077346197 -27.5685620984414,-60.6913331151009 -27.5683635203568,-60.6914187159777 -27.5682351533598,-60.6914922036337 -27.568220155879,-60.6915251980914 -27.5681871614212,-60.6914682076644 -27.5681286712461,-60.691349727566 -27.5680851785517,-60.6911277648501 -27.5680611825824,-60.6906763406777 -27.5681076747729)))","62",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.6902009205361 -27.5663154758165,-60.6901679260783 -27.5669423705142,-60.6902849064286 -27.5669153750488,-60.6903089023979 -27.5661774989931,-60.6897000046771 -27.5660995120929,-60.6895950223115 -27.56619549597,-60.6889561296292 -27.5661445045353,-60.6888751432328 -27.5661834979854,-60.6888661447443 -27.5663004783357,-60.6889501306368 -27.5664234576783,-60.6894120530457 -27.5664984450823,-60.6894240510303 -27.5665164420593,-60.6894270505265 -27.5667534022561,-60.6895320328921 -27.5667833972177,-60.6894660439766 -27.5669603674912,-60.6894660439766 -27.5671073428031,-60.6893400651378 -27.567143336757,-60.6892965792076 -27.567266212348,-60.6893370656417 -27.567329305519,-60.6893340661455 -27.5674372873808,-60.689631588757 -27.5674864541949,-60.6897629940966 -27.5666364219058,-60.6898349820044 -27.5665434375248,-60.6899339653778 -27.5665284400439,-60.6900599442165 -27.5665734324864,-60.6901379311167 -27.5663544692666,-60.6902009205361 -27.5663154758165)))","63",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-60.6886231855553 -27.5672423201303,-60.6885421991589 -27.567311308542,-60.6884614750743 -27.567302777642,-60.6884387165413 -27.5672378208861,-60.6883502314046 -27.567236321138,-60.6883067387102 -27.5674942778079,-60.6883307346795 -27.5675572672273,-60.6886876747227 -27.5676352541275,-60.6887626621267 -27.5676157574024,-60.6888316505385 -27.5675287720138,-60.6887431654017 -27.5679846954303,-60.6888181528058 -27.5680056919034,-60.6889083981514 -27.5674528693465,-60.6888091543173 -27.5673203070305,-60.6886951734631 -27.5672633166035,-60.6886231855553 -27.5672423201303)))","64",Chaco,Mayor Luis J. Fontana,Villa Ángela,Espejo
"MULTIPOLYGON (((-58.996126018837 -27.4230079930985,-58.9959607321769 -27.4232319239771,-58.9957954455167 -27.4235253499583,-58.9956040609628 -27.423880548787,-58.995395277813 -27.424189416405,-58.9951864946633 -27.4244287882147,-58.9949081171304 -27.424598664668,-58.99457754381 -27.424807149049,-58.9942817676812 -27.4248920870173,-58.993846802786 -27.425023354658,-58.9932726491243 -27.425054241139,-58.9927767891437 -27.4249384167907,-58.9924201179296 -27.4245909430167,-58.9921939361841 -27.4242975198671,-58.992019950226 -27.4240504260838,-58.9919416565449 -27.4239500440764,-58.9916284818203 -27.4241121995815,-58.9911500204355 -27.4240735911495,-58.9907933492215 -27.4239654874681,-58.9906976569445 -27.4241662513636,-58.9923244256527 -27.4254557646059,-58.993298747018 -27.4260734901653,-58.9939598936588 -27.426251085624,-58.9947254318744 -27.4261584271595,-58.9953691799193 -27.4257337415353,-58.9960303265601 -27.4249615816701,-58.9963869977742 -27.4245214481307,-58.9967349696904 -27.4239732091631,-58.9963608998805 -27.4235407934094,-58.9963435012846 -27.4230852106941,-58.996126018837 -27.4230079930985)))","65",Chaco,San Fernando,Resistencia,Espejo
"MULTIPOLYGON (((-59.0000856734813 -27.428382924047,-58.9999877907336 -27.4283292631761,-58.9998783923686 -27.4282653811529,-58.9997920252383 -27.4282602705895,-58.9997344471514 -27.4282909339666,-58.999697021395 -27.4284186979464,-58.9996106542647 -27.4285464617784,-58.9994926191866 -27.4286665596456,-58.9994177676737 -27.4287611046832,-58.9993688262999 -27.4289016444543,-58.9993717052042 -27.4290217419352,-58.9994523145258 -27.4291546155915,-58.9996739901602 -27.4292363839159,-58.9999417282641 -27.4292287181381,-59.0000597633422 -27.4291622813745,-59.000108704716 -27.4290626261541,-59.0000856734813 -27.4288990891874,-59.0000827945769 -27.4287074439961,-59.0001029469073 -27.4284851351575,-59.0000856734813 -27.428382924047)))","66",Chaco,San Fernando,Resistencia,Pantano
"MULTIPOLYGON (((-59.0048027357185 -27.4297552943687,-59.0045117489798 -27.4299914293613,-59.0041126814524 -27.4302275638488,-59.0036055331364 -27.4304858353662,-59.0032189364692 -27.4306740042341,-59.0027824563612 -27.4307072104716,-59.0024249583679 -27.4306334188191,-59.0020258908405 -27.4304581634468,-59.00181804317 -27.4302755286049,-59.0017432180086 -27.4300652214429,-59.0016351372199 -27.4298512242703,-59.0014896438506 -27.4297147086159,-59.0013275226676 -27.4297110190013,-59.0011612445312 -27.4297811216581,-59.0011099353432 -27.4298841342689,-59.0010697915562 -27.4301094966682,-59.0011446167176 -27.4303493204966,-59.0012942670403 -27.4306039021443,-59.001585253779 -27.4308769310851,-59.0019510656791 -27.4311425802171,-59.0025247252497 -27.4313860913599,-59.002861438476 -27.4314082287099,-59.0032729768636 -27.4313491957667,-59.0038383225273 -27.431076167994,-59.0043704125639 -27.4306776938165,-59.0048027357185 -27.4303013557726,-59.0052059601993 -27.4298881203642,-59.0051269780845 -27.4297331566872,-59.0049565429947 -27.4296741228483,-59.0048027357185 -27.4297552943687)))","67",Chaco,San Fernando,Resistencia,Pantano
