WKT,id,id_punto,provincia,departamen,localidad
"MULTIPOINT ((-58.2751942053437 -26.2754769558752))","256","100887",Formosa,Formosa,Villa del Carmen
"MULTIPOINT ((-58.2747727632523 -26.2751029665123))","257","97822",Formosa,Formosa,Villa del Carmen
"MULTIPOINT ((-58.2326597347855 -26.1986672301881))","258","103449",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2239898294211 -26.199701789434))","259","103446",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2329011335969 -26.1981591225578))","260","103448",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2271598652005 -26.1965986857985))","261","103447",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1918418779969 -26.16474400053))","262","113086",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1454188749194 -26.1430483350232))","263","113822",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1448432058096 -26.1447082075144))","264","113821",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1460803747177 -26.1413989732491))","265","113820",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1476461142302 -26.1547039631396))","266","108573",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2154838740826 -26.2081484908826))","267","103095",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.2156025618315 -26.2046897461714))","268","103097",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.216298930347 -26.2026589115833))","269","103096",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1805960461497 -26.1997869243159))","270","113085",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1793484836817 -26.1995958971971))","271","104527",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1567367911339 -26.153714146753))","272","101627",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1578200682998 -26.1530216615219))","273","101628",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1950994208455 -26.1604437696014))","274","102445",Formosa,Formosa,Formosa
"MULTIPOINT ((-58.1963409483433 -26.157283645801))","275","102196",Formosa,Formosa,Formosa
"MULTIPOINT ((-59.1235647622709 -25.7433054413779))","276","114778",Formosa,Pirané,Pirané
"MULTIPOINT ((-61.8510156869888 -23.8891865298787))","277","118380",Formosa,Matacos,Ingeniero Juárez
"MULTIPOINT ((-61.8512661382556 -23.8895574586653))","278","118379",Formosa,Matacos,Ingeniero Juárez
"MULTIPOINT ((-60.5799329280853 -24.7106472552389))","279","106253",Formosa,Patiño,Las Lomitas
"MULTIPOINT ((-60.6012310087681 -24.7189865457202))","280","106321",Formosa,Patiño,Las Lomitas
"MULTIPOINT ((-58.1454165279865 -26.1465113169581))","281","101985",Formosa,Formosa,Formosa
"MULTIPOINT ((-57.7273697778583 -25.3101141773162))","282","7448",Formosa,Pilcomayo,Clorinda
"MULTIPOINT ((-65.2588396891952 -24.2127017462778))","283","95090",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2406918630004 -24.2662493577751))","284","114360",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2411119639874 -24.2656184884572))","285","114359",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.241301394999 -24.2662194037794))","286","114358",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2555090561509 -24.2456420920755))","287","109635",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.1592710614204 -24.4379301909155))","288","143019",Jujuy,El Carmen,Monterrico
"MULTIPOINT ((-65.1587218791246 -24.4389765449507))","289","143020",Jujuy,El Carmen,Monterrico
"MULTIPOINT ((-65.115813575685 -24.3654924363112))","290","116271",Jujuy,El Carmen,Perico
"MULTIPOINT ((-65.1187070086598 -24.3647206531527))","291","116272",Jujuy,El Carmen,Perico
"MULTIPOINT ((-65.1259053871036 -24.3642863512601))","292","116274",Jujuy,El Carmen,Perico
"MULTIPOINT ((-65.1962952688336 -24.2661668314435))","293","136361",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.1976688951254 -24.2640199053805))","294","136360",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.1683362573385 -24.267508336167))","295","117493",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.1678558066487 -24.2679124047624))","296","117492",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.2712150663137 -24.2676217322489))","297","117537",Jujuy,San Antonio,Los Alisos
"MULTIPOINT ((-64.8742291536272 -24.2287227183814))","298","116260",Jujuy,San Pedro,San Pedro De Jujuy
"MULTIPOINT ((-64.8751477055055 -24.2289778716809))","299","116262",Jujuy,San Pedro,San Pedro De Jujuy
"MULTIPOINT ((-64.8748500266561 -24.2282974628821))","300","116261",Jujuy,San Pedro,San Pedro De Jujuy
"MULTIPOINT ((-64.8738804441178 -24.2292925607504))","301","116259",Jujuy,San Pedro,San Pedro De Jujuy
"MULTIPOINT ((-65.2980666607618 -24.1835326520733))","302","115435",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.298177972436 -24.1838641947639))","303","115436",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.296135134995 -24.1782902481638))","304","119029",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2525348216295 -24.249902596742))","305","93825",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.3508724789483 -23.2089585631645))","306","134751",Jujuy,Humahuaca,Humahuaca
"MULTIPOINT ((-65.5946981906891 -22.1094893027533))","307","142367",Jujuy,Yaví,La Quiaca
"MULTIPOINT ((-65.2630329877138 -24.2397684939925))","308","127503",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2607192471624 -24.2376682033986))","309","127505",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2627443149686 -24.237069904669))","310","127493",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2617240697145 -24.2401940508327))","311","127504",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2713971212506 -24.2679065974316))","312","117496",Jujuy,San Antonio,Los Alisos
"MULTIPOINT ((-65.3472758084536 -24.1797247429825))","313","110382",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.3487255424261 -24.1792748210767))","314","110383",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.1558804139495 -24.4407392716826))","315","116265",Jujuy,El Carmen,Monterrico
"MULTIPOINT ((-65.1554304733872 -24.4394316513034))","316","116264",Jujuy,El Carmen,Monterrico
"MULTIPOINT ((-65.1561482995748 -24.4418909065029))","317","116263",Jujuy,El Carmen,Monterrico
"MULTIPOINT ((-65.2933355793357 -24.1623466952379))","318","119032",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2226667478681 -24.2794522693014))","319","117485",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.2230130881071 -24.2788122968527))","320","117484",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.1272290572524 -24.3648281594388))","321","116268",Jujuy,El Carmen,Perico
"MULTIPOINT ((-65.1255157962441 -24.3645535906462))","322","116270",Jujuy,El Carmen,Perico
"MULTIPOINT ((-65.1265574991703 -24.3646794220244))","323","116269",Jujuy,El Carmen,Perico
"MULTIPOINT ((-64.4774914160371 -23.6441114150056))","324","2666",Jujuy,Ledesma,Yuto
"MULTIPOINT ((-64.4784000143409 -23.6454732272857))","325","2665",Jujuy,Ledesma,Yuto
"MULTIPOINT ((-65.6906548887491 -22.7147696218431))","326","2382",Jujuy,Cochinoca,Abra Pampa
"MULTIPOINT ((-65.6916761398315 -22.7146904482818))","327","2381",Jujuy,Cochinoca,Abra Pampa
"MULTIPOINT ((-65.6905073672533 -22.7143991139234))","328","2383",Jujuy,Cochinoca,Abra Pampa
"MULTIPOINT ((-65.3010479360819 -24.1809105594672))","329","5157",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.302451737225 -24.1799994056095))","330","7192",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.3025952354074 -24.1801517238272))","331","7193",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.302269347012 -24.1802811024114))","332","7194",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2914660796523 -24.1613904408992))","333","7324",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2919552475214 -24.1612194400885))","334","7325",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2925215288997 -24.1604840422215))","335","7326",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2926747500896 -24.1610496626707))","336","7327",Jujuy,Dr. Manuel Belgrano,San Salvador De Jujuy
"MULTIPOINT ((-65.2336121723056 -24.2752749697693))","337","5722",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.2339518070221 -24.2746527029772))","338","5724",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.2333295345306 -24.2750536925363))","339","5723",Jujuy,Palpalá,Palpalá
"MULTIPOINT ((-65.5823627114296 -22.1202072193736))","340","2388",Jujuy,Yaví,La Quiaca
"MULTIPOINT ((-65.5819027125835 -22.1201246001685))","341","2390",Jujuy,Yaví,La Quiaca
"MULTIPOINT ((-65.5817390978336 -22.1198385385617))","342","2389",Jujuy,Yaví,La Quiaca
"MULTIPOINT ((-66.8787956982851 -29.4440143030198))","343","102608",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8793844431639 -29.4436747405623))","344","102603",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8775276839733 -29.4467952855548))","345","102605",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8780594319105 -29.4449702104929))","346","102604",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.877859942615 -29.4460463985424))","347","102606",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8783256411552 -29.4449786775623))","348","102607",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8863186240196 -29.4517430563136))","349","93509",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.88506167382 -29.4510601866248))","350","93508",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8410519883037 -29.4421888859756))","351","109240",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8410519883037 -29.4418577847412))","352","109241",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8412280082703 -29.4415348578057))","353","109242",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8414502963424 -29.4411313436811))","354","109243",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.84938326478 -29.4596560100799))","355","132876",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8496555089951 -29.4585674134316))","356","132871",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8491566181183 -29.4585396801919))","357","132872",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8443088606 -29.4586409794621))","358","132873",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8426525965333 -29.4589092614786))","359","132874",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8516765534878 -29.4595263950016))","360","132875",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8464143946767 -29.4596154324043))","361","132877",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8420665338635 -29.460064413264))","362","132878",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8299805000424 -29.3836083450139))","363","107466",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8303643912077 -29.3832440404607))","364","107462",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.7983931303024 -29.4038624433968))","365","105107",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.7999347299337 -29.4027373215283))","366","105106",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.9012357294559 -29.3951917900326))","367","102868",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.9015126675367 -29.3949840988972))","368","102869",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.9009799137712 -29.3955989919561))","369","102867",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8353372067213 -29.448828785181))","370","121026",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8344497308135 -29.4490325708369))","371","121027",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.833634339273 -29.4492675953331))","372","121028",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8358290567994 -29.448760759219))","373","121025",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8417289108038 -29.4468630208717))","374","6455",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8409862741828 -29.4467885704132))","375","6456",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8424494192004 -29.4466916387539))","376","6454",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.839274354279 -29.4466989378279))","377","4824",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.840368360281 -29.4469109027064))","378","4825",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8035734817386 -29.4172674350273))","379","6176",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8391700834036 -29.4452756084783))","380","132878",La Rioja,Capital,La Rioja
"MULTIPOINT ((-66.8390467017889 -29.4454172123949))","381","132879",La Rioja,Capital,La Rioja
"MULTIPOINT ((-55.9533798694611 -27.4017149264118))","382","104658",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9423848241568 -27.3642869434017))","383","104399",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8413617685437 -27.457388663949))","384","117613",Misiones,Capital,Garupá
"MULTIPOINT ((-55.9298579022288 -27.3831248762922))","385","101880",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9281999883929 -27.3829346715223))","386","101879",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9080793708563 -27.4186203488347))","387","109786",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9076894447207 -27.417925717571))","388","109788",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9083358570933 -27.418302497539))","389","109783",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9087264537811 -27.4180132163512))","390","109784",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9085889905691 -27.4187361202872))","391","109785",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9081983938813 -27.4180069664406))","392","109787",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9113949164748 -27.4200973929942))","393","107399",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9112561121583 -27.4208095694282))","394","107398",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9183736409941 -27.4261451005693))","395","137692",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9187340234439 -27.4145920643775))","396","106350",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9015676379204 -27.4169245361187))","397","108251",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8749939132843 -27.4302761413257))","398","137683",Misiones,Capital,Posadas
"MULTIPOINT ((-55.1215517520905 -27.4691646158294))","399","147835",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.1218501478434 -27.4694519780733))","400","147834",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.0966212898493 -27.5098804776955))","401","148548",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.0966497883201 -27.5097871044634))","402","148547",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.12432012707 -27.5041238995249))","403","147778",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.944799579334 -27.409207602003))","404","131063",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9504405036569 -27.4324320086883))","405","106333",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8768524229527 -27.4236814420012))","406","118388",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8780040964484 -27.4240037417954))","407","118389",Misiones,Capital,Posadas
"MULTIPOINT ((-55.878897209186 -27.4232836254201))","408","118390",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8768034726381 -27.4230442796215))","409","118381",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8763404563069 -27.4241263523658))","410","118385",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8771645650268 -27.4233627124707))","411","118386",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8779869317307 -27.4224664114745))","412","118387",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9479762579882 -27.4218536424875))","413","131038",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9485003142887 -27.4218139500416))","414","131037",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8445742343057 -27.5325253436299))","415","144645",Misiones,Capital,Garupá
"MULTIPOINT ((-55.9223537697491 -27.4216056552713))","416","137696",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8918969333172 -27.4253271550033))","417","100779",Misiones,Capital,Posadas
"MULTIPOINT ((-55.923906750977 -27.4146420822887))","418","107389",Misiones,Capital,Posadas
"MULTIPOINT ((-55.139093734324 -27.4742022708136))","419","117403",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.1356336846948 -27.473418154944))","420","117404",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.1323610544205 -27.4945897037943))","421","148259",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.1327010244131 -27.4947699330002))","422","148258",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.1193386258172 -27.4515829554615))","423","119059",Misiones,Oberá,Oberá
"MULTIPOINT ((-55.8493051305413 -27.4564143189456))","424","131516",Misiones,Capital,Garupá
"MULTIPOINT ((-55.8495200425386 -27.4541665986259))","425","131518",Misiones,Capital,Garupá
"MULTIPOINT ((-55.8501413092017 -27.4548122092845))","426","131517",Misiones,Capital,Garupá
"MULTIPOINT ((-55.9588472364041 -27.4240150419017))","427","118421",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9587789272983 -27.4229169877867))","428","118422",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9524746239185 -27.3814085721233))","429","121288",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9525068825795 -27.3817067677587))","430","121287",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9525376912839 -27.3808366120907))","431","121289",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9524276460701 -27.3800758963779))","432","121290",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9517670053032 -27.3786659115552))","433","121291",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9512638323495 -27.3779222692003))","434","121292",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9513498471571 -27.3796278015656))","435","121293",Misiones,Capital,Posadas
"MULTIPOINT ((-55.948702244359 -27.3789119615083))","436","121294",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9486338592404 -27.3806920453064))","437","121295",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9492208020695 -27.38231785832))","438","121296",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9484144300222 -27.3790024266327))","439","106244",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8378910046715 -27.4514659992503))","440","117800",Misiones,Capital,Garupá
"MULTIPOINT ((-55.9346784261464 -27.3609941286949))","441","98723",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9280790097099 -27.3616909940186))","442","98109",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8940172195435 -27.3905289423967))","443","97038",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8932339292912 -27.3899760934056))","444","97037",Misiones,Capital,Posadas
"MULTIPOINT ((-55.8950537577618 -27.4033954393479))","445","117760",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9173046745117 -27.3561937559319))","446","145171",Misiones,Capital,Posadas
"MULTIPOINT ((-55.917230981304 -27.3565546847324))","447","145173",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9174267493981 -27.356391425186))","448","145172",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9314994141459 -27.3588330475522))","449","96046",Misiones,Capital,Posadas
"MULTIPOINT ((-55.926615446806 -27.3591370744776))","450","97606",Misiones,Capital,Posadas
"MULTIPOINT ((-55.9390220046043 -27.3723136507834))","451","107416",Misiones,Capital,Posadas
